Formula	Molar Mass	CAS Registry Number	Name	
C6H14	86.177	110-54-3	Hexane	
$$$Boiling Point	
T [K]	P [kPa]	State	Reference	
341.85	101.325	Vapor-Liquid	1	
Number	Source	
1	Suresh Reddy K.V.N.; Sankara Reddy G.; Krishnaiah A.: Excess Volumes, Densities, Speeds of Sound and Viscosities for the Binary Systems of Diisopropyl Ether with Hydrocarbons at 303.15 K. Thermochim.Acta 440 (2006) 43-50	
$$$Compressibility (isentropic)	
T [K]	Compressibility (isentropic) [/kPa]	State	Reference	
298.15	1.31460001285E-006	Liquid	5	
298.15	1.31499996314E-006	Liquid	2	
298.15	1.31668002723E-006	Liquid	6	
298.15	1.31761999E-006	Liquid	4	
298.15	1.3176900211E-006	Liquid	1	
298.15	1.31781996515E-006	Liquid	3	
Number	Source	
1	Junquera E.; Tardajos G.; Aicart E.: n-hexane or n-heptane or n-octane or n-decane) at 298.15 K. J.Chem.Thermodyn. 20 (1988) 1461-1467	
2	de Cominges B.E.; Iglesias T.P.; Pineiro M.M.; Legido J.L.; Paz Andrade M.I.: Refractive Indices and Speeds of Sound of Binary Mixtures of n-Octane with 1-Alkanol at the Temperature 298.15 K. Phys.Chem.Liq. 37 (1999) 683-699	
3	Aicart E.; Kumaran M.K.; Halpin C.J.; Benson G.C.: Ultrasonic Speeds and Isentropic Compressibilities of 2-Methylpentan-1-ol with Hexane Isomers at 298.15 K. J.Chem.Thermodyn. 15 (1983) 1189-1197	
4	Aicart E.; Kumaran M.K.; Halpin C.J.; Benson G.C.: Ultrasonic speeds and isentropic compressibilities of n-heptane + each of the hexane isomers at 298.15 K.. J.Chem.Thermodyn. 15 (1983) 919-925	
5	Dominguez M.; Pardo J.; Santafe J.; Royo F.M.; Urieta J.S.: Densities, Speeds of Sound and Isentropic Compressibilities of Binary and Ternary Mixtures containing Benzene, Cyclohexane and Hexane at 298.15 K. Fluid Phase Equilib. 118 (1996) 227-240	
6	Tardajos G.; Diaz Pena M.; Aicart E.: Speed of sound in pure liquids by a pulse-echo-overlap method. J.Chem.Thermodyn. 18 (1986) 683-689	
$$$Compressibility (isothermal)	
T [K]	Compressibility (isothermal) [/kPa]	State	Reference	
293.20	1.64999994468E-006	Liquid	1	
298.15	1.67399991824E-006	Liquid	2	
303.20	1.77750007424E-006	Liquid	1	
313.20	1.92159996004E-006	Liquid	1	
318.15	2.03299987334E-006	Liquid	2	
Number	Source	
1	Technische Hochschule Carl Schorlemmer Leuna-Merseburg, Merseburg (GDR): Unpublished data. Unpublished Data  (1989) 1-360	
2	Bauder A.; Guenthard H.H.: Thermodynamic properties of formamide. (Ger). Helv.Chim.Acta 41 (1958) 670-673	
$$$Compressibility Factor (isothermal)	
T [K]	P [kPa]	Compressibility Factor (isothermal) [-]	State	Reference	
358.28	2.9710000149E-07	Liquid	5	
373.28	2.67199993687E-07	Liquid	5	
378.29	2.64800007699E-07	Liquid	5	
393.20	2.40300011001E-07	Liquid	5	
Number	Source	
1	Grigorev B.A.; Keramidi A.S.; Rodchenko S.I.; Grachev V.K.: Viskosität von n-Hexan bei niedrigen Temperaturen. Izv.Vyssh.Uchebn.Zaved.Neft Gaz  (1988) 53-55	
2	Cooper E.F.; Asfour A.-F.A.: Densities and Kinematic Viscosities of Some C6-C16 n-Alkane Binary Liquid Systems at 293.15 K. J.Chem.Eng.Data 36 (1991) 285-288	
3	Eduljee G.H.; Boyes A.P.: Viscosity of some Binary Liquid Mixtures of Oleic Acid and Triolein with Selected Solvents. J.Chem.Eng.Data 25 (1980) 249-252	
4	Chevalier J.L.E.; Petrino P.J.; Gaston-Bonhomme Y.H.: Viscosity and Density of Some Aliphatic, Cyclic, and Aromatic Hydrocarbons Binary Liquid Mixtures. J.Chem.Eng.Data 35 (1990) 206-212	
5	Dymond J.H.; Young K.J.: I. Viscosity Coefficients for n-Alkane Mixtures at Saturation Pressure from 283 to 378 K. Int.J.Thermophys. 1 (1980) 331-344	
6	Singh R.P.; Sinha.C.P.: Viscosities and Activation Energies of Viscous Flow of the Binary Mixtures of n-Hexane with Toluene, Chlorobenzene, and 1-Hexanol. J.Chem.Eng.Data 29 (1984) 132-135	
$$$Melting Point	
T [K]	P [kPa]	State	Reference	
177.79	101.325	Solid-Liquid	4	
177.80		Solid-Liquid	2	
177.95	101.325	Solid-Liquid	3	
178.60	100.000	Solid-Liquid	5	
179.15		Solid-Liquid	1	
Number	Source	
1	Campbell K.N.; Eby L.T.: III. Further Studies on the Preparation of Olefins from Acetylenes. J.Am.Chem.Soc. 63 (1941) 2683-2685	
2	Pogliani L.: Molecular Modeling by Linear Combinations of Connectivity Indexes. J.Phys.Chem. 99 (1995) 925-937	
3	Hill R.J.; O'Kane E.; Swinton F.L.: I. Phase Diagrams and Excess Volumes.. J.Chem.Thermodyn. 10 (1978) 1153-1159	
4	Carruth G.F.; Kobayashi R.: Vapor Pressure of Normal Paraffins Ethane Through n-Decane from their Triple Points to About 10 mm Hg. J.Chem.Eng.Data 18 (1973) 115-126	
5	Parks G.S.; Huffman H.M.; Thomas S.B.: VI. The Heat Capacities, Entropies and Free Energies of Some Saturated, Non-Benzeniod Hydrocarbons. J.Am.Chem.Soc. 52 (1930) 1032-1041	
$$$Molar Heat Capacity (cP)	
T [K]	P [kPa]	Molar Heat Capacity (cP) [J/(mol*K)]	State	Reference	
303.15	5000.000	197.01	Liquid	1	
303.15	10000.000	195.03	Liquid	1	
303.15	25000.000	193.30	Liquid	1	
323.15	5000.000	204.07	Liquid	1	
323.15	10000.000	201.58	Liquid	1	
323.15	25000.000	199.85	Liquid	1	
343.15	5000.000	207.69	Liquid	1	
343.15	10000.000	208.73	Liquid	1	
343.15	25000.000	205.88	Liquid	1	
363.15	5000.000	220.97	Liquid	1	
363.15	10000.000	216.31	Liquid	1	
363.15	25000.000	212.43	Liquid	1	
383.15	5000.000	228.89	Liquid	1	
383.15	10000.000	224.59	Liquid	1	
383.15	25000.000	219.50	Liquid	1	
403.15	5000.000	237.34	Liquid	1	
403.15	10000.000	232.77	Liquid	1	
403.15	25000.000	227.08	Liquid	1	
423.15	5000.000	248.46	Liquid	1	
423.15	10000.000	239.75	Liquid	1	
423.15	25000.000	234.58	Liquid	1	
443.15	5000.000	259.49	Liquid	1	
443.15	10000.000	250.70	Liquid	1	
443.15	25000.000	241.99	Liquid	1	
463.15	5000.000	272.50	Liquid	1	
463.15	10000.000	260.01	Liquid	1	
463.15	25000.000	250.27	Liquid	1	
483.15	5000.000	289.56	Liquid	1	
483.15	10000.000	269.74	Liquid	1	
483.15	25000.000	256.99	Liquid	1	
503.15	10000.000	279.83	Liquid	1	
503.15	25000.000	279.05	Liquid	1	
523.15	10000.000	290.43	Liquid	1	
523.15	25000.000	269.66	Liquid	1	
Number	Source	
1	Guseinov S.O.; Mirzaliev A.A.: Untersuchung der isobaren Wärmekapazität von flüssigen Alkanen. Teplofiz.Svoistva Vesh.Mater.  (1988) 14-18	
$$$Molar Heat Capacity (cV)	
T [K]	Molar Heat Capacity (Cv) [J/(mol*K)]	State	Reference	
373.15	218.15	Liquid	1	
383.15	220.67	Liquid	1	
383.15	221.03	Liquid	1	
393.15	223.20	Liquid	1	
393.15	223.56	Liquid	1	
403.15	225.36	Liquid	1	
403.15	225.72	Liquid	1	
413.15	227.52	Liquid	1	
413.15	227.89	Liquid	1	
423.15	229.33	Liquid	1	
423.15	230.05	Liquid	1	
433.15	230.77	Liquid	1	
433.15	231.85	Liquid	1	
443.15	232.57	Liquid	1	
443.15	233.65	Liquid	1	
453.15	234.38	Liquid	1	
453.15	235.10	Liquid	1	
463.15	236.18	Liquid	1	
463.15	236.54	Liquid	1	
463.15	236.90	Liquid	1	
473.15	236.90	Liquid	1	
473.15	237.62	Liquid	1	
473.15	238.70	Liquid	1	
483.15	237.62	Liquid	1	
483.15	238.34	Liquid	1	
483.15	239.78	Liquid	1	
493.15	239.06	Liquid	1	
493.15	240.51	Liquid	1	
503.15	239.78	Liquid	1	
503.15	240.14	Liquid	1	
503.15	241.59	Liquid	1	
513.15	240.87	Vapor	1	
513.15	241.23	Vapor	1	
513.15	242.31	Vapor	1	
523.15	241.59	Vapor	1	
523.15	242.31	Vapor	1	
523.15	242.67	Vapor	1	
533.15	242.31	Vapor	1	
533.15	242.67	Vapor	1	
533.15	243.03	Vapor	1	
543.15	242.67	Vapor	1	
543.15	243.03	Vapor	1	
543.15	243.39	Vapor	1	
553.15	243.03	Vapor	1	
553.15	243.39	Vapor	1	
553.15	243.75	Vapor	1	
563.15	243.39	Vapor	1	
563.15	243.75	Vapor	1	
563.15	244.11	Vapor	1	
573.15	243.75	Vapor	1	
573.15	244.11	Vapor	1	
573.15	244.47	Vapor	1	
583.15	244.11	Vapor	1	
583.15	244.47	Vapor	1	
583.15	244.83	Vapor	1	
593.15	244.47	Vapor	1	
593.15	244.83	Vapor	1	
593.15	245.55	Vapor	1	
603.15	245.19	Vapor	1	
603.15	245.55	Vapor	1	
603.15	245.91	Vapor	1	
613.15	245.91	Vapor	1	
613.15	246.27	Vapor	1	
613.15	246.64	Vapor	1	
623.15	246.64	Vapor	1	
623.15	247.00	Vapor	1	
623.15	247.36	Vapor	1	
633.15	247.36	Vapor	1	
633.15	247.72	Vapor	1	
633.15	248.44	Vapor	1	
643.15	248.08	Vapor	1	
643.15	248.44	Vapor	1	
643.15	249.16	Vapor	1	
653.15	248.80	Vapor	1	
653.15	249.16	Vapor	1	
653.15	249.52	Vapor	1	
Number	Source	
1	Amirkhanov Kh.I.; Alibekov B.G.; Vikhrov D.I.; Kerimov A.M.: Investigation of the Isochoric Heat Capacity of Some Alkanes. Teploenergetika  (1964) 81-86	
$$$Molar Saturation Heat Capacity	
T [K]	Molar Saturation Heat Capacity (CS) [J/(mol*K)]	State	Reference	
278.15	187.220	Liquid	1	
288.15	191.260	Liquid	1	
288.15	191.270	Liquid	1	
298.15	195.230	Liquid	1	
298.15	195.290	Liquid	1	
308.15	198.700	Liquid	1	
308.15	198.890	Liquid	1	
318.15	202.530	Liquid	1	
318.15	202.620	Liquid	1	
328.15	205.960	Liquid	1	
328.15	206.300	Liquid	1	
338.15	209.720	Liquid	1	
338.15	210.000	Liquid	1	
348.15	213.700	Liquid	1	
348.15	213.720	Liquid	1	
Number	Source	
1	Paramo R.; Zounine M.; Casanova C.: New Batch Cells Adapted To Measure Saturated Heat Capacities of Liquids. J.Chem.Eng.Data 47 (2002) 441-448	
$$$Speed of Sound	
T [K]	P [kPa]	Ultrasonic Velocity [m/s]	State	Reference	
293.15		1099.800	Liquid	2	
298.15		1076.490	Liquid	1	
303.15		1057.000	Liquid	3	
377.95	290.000	776.000	Liquid	4	
377.95	390.000	778.000	Liquid	4	
377.95	590.000	778.000	Liquid	4	
377.95	790.000	781.000	Liquid	4	
377.95	1080.000	784.000	Liquid	4	
377.95	1570.000	786.000	Liquid	4	
377.95	2060.000	789.000	Liquid	4	
394.65	590.000	713.000	Liquid	4	
394.65	1080.000	719.000	Liquid	4	
394.65	1570.000	725.000	Liquid	4	
394.65	2060.000	728.000	Liquid	4	
409.25	590.000	648.000	Liquid	4	
409.25	790.000	651.000	Liquid	4	
409.25	1080.000	655.000	Liquid	4	
409.25	1570.000	661.000	Liquid	4	
409.25	2060.000	665.000	Liquid	4	
Number	Source	
1	Aicart E.; Kumaran M.K.; Halpin C.J.; Benson G.C.: Ultrasonic speeds and isentropic compressibilities of n-heptane + each of the hexane isomers at 298.15 K.. J.Chem.Thermodyn. 15 (1983) 919-925	
2	Nath J.: Speeds of Sound in and Isentropic Compressibilities of (N-Heptanol + n-Pentane, or n-Hexane, or n-Heptane, or n-Octane) at T = 293.15 K. J.Chem.Thermodyn. 30 (1998) 1385-1392	
3	Oswal S.L.; Oswal P.; Dave J.P.: Speed of Sound and Isentropic Compressibility of Binary Mixtures Containing Alkyl Acetate or Ethyl Alkanoate, or Ethyl Bromo-alkanoate with Hexane. J.Mol.Liq. 94 (2001) 203-219	
4	Ermakov G.V.; Ismagilov R.G.: Ultrasonic velocity, adiabatic compressibility and heat capacity of superheated liquid n-hexane. Teplofiz.Vys.Temp. 14 (1976) 1097-1099	
$$$Standard Heat of Vaporization	
T [K]	Molar Enthalpy [J/mol]	State	Reference	
298.15	31880.00	Vapor-Liquid	1	
Number	Source	
1	Zhao H.; Unhannanant P.; Hanshaw W.; Chickos J.S.: Liquid-Vapor Pressure Isotope Effects. J.Chem.Eng.Data 53 (2008) 1545-1556	
$$$Std. Heat of Combustion	
T [K]	Molar Enthalpy [J/mol]	State	Reference	
290.65	-4147180.00	Liquid	3	
298.00	-4163120.00	Liquid	4	
298.00	-4163040.00	Liquid	1	
298.15	-4163210.00	Liquid	2	
Number	Source	
1	Prosen E.J.; Rossini F.D.: Heats of combustion of eight normal paraffin hydrocarbons in the liquid state.. J.Res. NBS 33 (1944) 255-272	
2	Good W.D.; Smith N.K.: Enthalpies of Combustion of Toluene, Benzene, Cyclohexane, Cyclohexene, Methylcyclopentane, 1-Methylcyclopentene, and n-Hexane.. J.Chem.Eng.Data 14 (1969) 102-106	
3	Stohmann F.; Kleber C.: Ueber die Hydrirung geschlossener Ringe (1. Mitteilung). J.Prakt.Chem. 43 (1891) 1-21	
4	Domalski E.S.: Selected Values of Heats of Combustion and Heats of Formation of Organic Compounds Containing the Elements C, H, N, O, P, and S. J.Phys.Chem.Ref.Data 1 (1972) 221-277	
$$$Std. Heat of Formation	
T [K]	Molar Enthalpy [J/mol]	State	Reference	
290.65	-233467.00	Liquid	4	
298.00	-198740.00	Liquid	5	
298.00	-198656.00	Liquid	3	
298.00	-167193.00	Vapor	1	
Number	Source	
1	Prosen E.J.; Pitzer K.S.; Rossini F.D.: Heats and free energies of formation of the paraffin hydrocarbons, in the gaseous state, to 1500 K.. J.Res. NBS 34 (1945) 403-411	
2	Prosen E.J.; Rossini F.D.: Heats of combustion and formation of the paraffin hydrocarbons at 25oC.. J.Res. NBS 34 (1945) 263-269	
3	Good W.D.; Smith N.K.: Enthalpies of Combustion of Toluene, Benzene, Cyclohexane, Cyclohexene, Methylcyclopentane, 1-Methylcyclopentene, and n-Hexane.. J.Chem.Eng.Data 14 (1969) 102-106	
4	Stohmann F.; Kleber C.: Ueber die Hydrirung geschlossener Ringe (1. Mitteilung). J.Prakt.Chem. 43 (1891) 1-21	
5	Domalski E.S.: Selected Values of Heats of Combustion and Heats of Formation of Organic Compounds Containing the Elements C, H, N, O, P, and S. J.Phys.Chem.Ref.Data 1 (1972) 221-277	
$$$Surface Tension	
T [K]	Surface Tension [mN/m]	State	Reference	
173.15	31.2100	Liquid	3	
183.15	30.2900	Liquid	3	
193.15	29.2300	Liquid	3	
203.15	28.0900	Liquid	3	
213.15	27.1100	Liquid	3	
223.15	25.9200	Liquid	3	
233.15	24.7800	Liquid	3	
243.15	23.6900	Liquid	3	
253.15	22.6700	Liquid	3	
263.15	21.5400	Liquid	3	
263.15	21.8400	Liquid	5	
273.15	20.4700	Liquid	3	
273.15	20.5200	Liquid	6	
283.15	19.3900	Liquid	3	
288.15	18.9600	Liquid	2	
293.15	18.3500	Liquid	3	
293.15	18.4300	Liquid	6	
293.15	18.4900	Liquid	2	
293.15	18.5000	Liquid	5	
298.15	17.9000	Liquid	2	
303.15	16.8300	Liquid	4	
303.15	17.2200	Liquid	6	
303.15	17.3400	Liquid	3	
303.15	17.4100	Liquid	2	
303.15	17.5200	Liquid	5	
308.15	16.8800	Liquid	2	
308.15	16.9000	Liquid	1	
313.15	15.8300	Liquid	4	
313.15	16.2700	Liquid	6	
313.15	16.2800	Liquid	3	
313.15	16.3700	Liquid	2	
313.15	16.4600	Liquid	5	
318.15	15.8600	Liquid	2	
323.15	14.8200	Liquid	4	
323.15	15.2600	Liquid	3	
323.15	15.3400	Liquid	2	
323.15	15.4300	Liquid	5	
333.15	14.0400	Liquid	4	
333.15	14.2900	Liquid	3	
333.15	14.4600	Liquid	5	
343.15	13.3300	Liquid	5	
343.15	13.3400	Liquid	3	
353.15	12.3300	Liquid	3	
363.15	11.3900	Liquid	3	
373.15	10.4100	Liquid	3	
383.15	9.4700	Liquid	3	
393.15	8.5600	Liquid	3	
403.15	7.6400	Liquid	3	
413.15	6.7600	Liquid	3	
423.15	5.8700	Liquid	3	
433.15	5.0300	Liquid	3	
443.15	4.2000	Liquid	3	
453.15	3.4100	Liquid	3	
463.15	2.6400	Liquid	3	
473.15	1.9100	Liquid	3	
483.15	1.2200	Liquid	3	
493.15	0.6140	Liquid	3	
499.15	0.3030	Liquid	3	
503.15	0.1300	Liquid	3	
506.15	0.0280	Liquid	3	
507.15	0.0046	Liquid	3	
Number	Source	
1	Levichev S.A.: Oberflächenspannung, Dichte und Exzessvolumina in binären und ternären Lösungen. Fiziko-chimiceskie Svojstva Rastvorov (J.80)  (1964) 219-226	
2	Rusanov A.I.; Levichev S.A.; Tyushin V.Ya.: Composition of the Surface Layer in the n-Hexane-Acetone System. Vestn.Leningr.Univ.  (1966) 121-127	
3	Grigorev B.A.; Nemzer B.V.; Tatevosov G.D.: Experimentelle Untersuchung der Oberflächespannung von n-Pentan, n-Hexan und n-Heptan. Izv.Vyssh.Uchebn.Zaved.Neft Gaz  (1985) 53-58	
4	Pugachevich P.P.; Cherkasskaya A.I.: The Surface Tensions of Straight-Chain Alkanes and their Mixtures. Viniti  (1976) 1-17	
5	Aguila-Hernandez J.; Hernandez I.; Trejo A.: Temperature Dependence of the Surface Tension for Binary Mixtures of n-Butanenitrile + n-Alkanes. Int.J.Thermophys. 16 (1995) 45-52	
6	Harkins W.D.; Cheng Y.C.: VI. Cohesion, Adhesion, Tensile Strength, Tensile Energy, Negative Surface Energy, Interfacial Tension, and Molecular Attraction. J.Am.Chem.Soc. 43 (1921) 35-53	
$$$Thermal Conductivity	
T [K]	P [kPa]	Thermal Conductivity [W/(m*K)]	State	Reference	
196.65	100.000	0.1505	Liquid	3	
196.65	5000.000	0.1520	Liquid	3	
196.65	20000.000	0.1560	Liquid	3	
220.65	100.000	0.1433	Liquid	3	
220.65	5000.000	0.1450	Liquid	3	
220.65	20000.000	0.1499	Liquid	3	
248.65	100.000	0.1348	Liquid	3	
248.65	5000.000	0.1368	Liquid	3	
248.65	20000.000	0.1426	Liquid	3	
283.15	100.000	0.1244	Liquid	3	
283.15	5000.000	0.1269	Liquid	3	
283.15	20000.000	0.1336	Liquid	3	
293.00		0.1203	Liquid	1	
298.15	100.000	0.1199	Liquid	3	
298.15	5000.000	0.1225	Liquid	3	
298.15	20000.000	0.1297	Liquid	3	
303.04		0.12072	Liquid	2	
305.48		0.12142	Liquid	2	
306.86		0.12025	Liquid	2	
317.20		0.11607	Liquid	2	
319.69		0.1163	Liquid	2	
320.43		0.11572	Liquid	2	
325.45	100.000	0.1118	Liquid	3	
325.45	5000.000	0.1147	Liquid	3	
325.45	20000.000	0.1228	Liquid	3	
349.45	5000.000	0.1080	Liquid	3	
349.45	20000.000	0.1166	Liquid	3	
374.15	5000.000	0.1016	Liquid	3	
374.15	20000.000	0.1107	Liquid	3	
398.45	5000.000	0.0962	Liquid	3	
398.45	20000.000	0.1057	Liquid	3	
423.35	5000.000	0.0910	Liquid	3	
423.35	20000.000	0.1011	Liquid	3	
448.35	5000.000	0.0862	Liquid	3	
448.35	20000.000	0.0970	Liquid	3	
473.25	5000.000	0.0817	Liquid	3	
473.25	20000.000	0.0935	Liquid	3	
Number	Source	
1	Filippov L.P.; Laushkina L.A.: Untersuchung der Wärmeleitfähigkeit und Wärmekapazität von Flüssigen. I. Isomere von Alkanen. Zh.Fiz.Khim. 58 (1984) 1068-1071	
2	Mukhamedzyanov G.Kh.; Usmanov A.G.; Tarzimanov A.A.: Experimentelle Bestimunng der Wärmeleitfähigkeit von flüssigen Alkanen. Izv.Vyssh.Uchebn.Zaved.Neft Gaz  (1963) 75-79	
3	Naziev Ya.M.; Gumbatov A.M.; Akhmedov A.K.: Untersuchung der Wärmeleitfähigkeit von einigen flüssigen Kohlenwasserstoffen bei verschiedenen Temperaturen und Drücken. Izv.Vyssh.Uchebn.Zaved.Neft Gaz  (1981) 43-47	
$$$Thermal Expansion Coefficient	
T [K]	P [kPa]	Thermal Expansion Coefficient [/K]	State	Reference	
303.10	1620.000	0.00141899997834	Liquid	2	
303.10	2420.000	0.00137099996209	Liquid	2	
303.10	2550.000	0.00137999991421	Liquid	2	
303.10	4860.000	0.00131500000134	Liquid	2	
303.10	9250.000	0.00105600000825	Liquid	2	
303.10	9800.000	0.00120399997104	Liquid	2	
303.10	10030.000	0.00113200000487	Liquid	2	
303.15	500.000	0.00135299994145	Liquid	1	
303.15	1000.000	0.00134700001217	Liquid	1	
303.15	2000.000	0.00132999999914	Liquid	1	
303.15	2700.000	0.0013190000318	Liquid	1	
303.15	4000.000	0.00129899999592	Liquid	1	
303.15	4900.000	0.00128700002097	Liquid	1	
303.15	6000.000	0.00126199994702	Liquid	1	
303.15	7000.000	0.00124999997206	Liquid	1	
303.15	8000.000	0.00123699998949	Liquid	1	
303.15	9000.000	0.00122099998407	Liquid	1	
303.15	10000.000	0.00121000001673	Liquid	1	
303.15	11000.000	0.00119800004177	Liquid	1	
303.15	12000.000	0.00118699995801	Liquid	1	
303.15	13000.000	0.00117599999066	Liquid	1	
303.15	14100.000	0.00116400001571	Liquid	1	
303.15	14500.000	0.00116099999286	Liquid	1	
303.15	16000.000	0.00114700000267	Liquid	1	
303.15	17000.000	0.00113700004295	Liquid	1	
303.15	18000.000	0.0011269999668	Liquid	1	
303.15	19000.000	0.00111800001469	Liquid	1	
303.15	20000.000	0.00110999995377	Liquid	1	
303.15	21000.000	0.00109999999404	Liquid	1	
303.15	22000.000	0.00109200004954	Liquid	1	
303.15	23000.000	0.00108299998101	Liquid	1	
303.15	24500.000	0.00107100000605	Liquid	1	
303.15	25000.000	0.00106899999082	Liquid	1	
303.15	26000.000	0.00105999992229	Liquid	1	
303.15	27000.000	0.0010529999854	Liquid	1	
303.15	28000.000	0.0010450000409	Liquid	1	
303.15	29000.000	0.00103899999522	Liquid	1	
303.15	30000.000	0.00103299994953	Liquid	1	
352.60	2370.000	0.00166599999648	Liquid	2	
352.60	5170.000	0.00151600001846	Liquid	2	
352.60	6970.000	0.00138999999035	Liquid	2	
352.60	9900.000	0.0012529999949	Liquid	2	
402.60	2160.000	0.00204799999483	Liquid	2	
402.60	3920.000	0.00165700004436	Liquid	2	
402.60	5090.000	0.00184299994726	Liquid	2	
402.60	6150.000	0.00144999998156	Liquid	2	
402.60	9820.000	0.00130200001877	Liquid	2	
452.80	3300.000	0.00312400003895	Liquid	2	
452.80	4070.000	0.00235600001179	Liquid	2	
452.80	6050.000	0.00192199996673	Liquid	2	
452.80	8640.000	0.00158599996939	Liquid	2	
452.80	10180.000	0.001319999923	Liquid	2	
503.10	895.000	0.0055229999125	Liquid	2	
503.10	2220.000	0.00412900000811	Liquid	2	
503.10	5020.000	0.00264599989168	Liquid	2	
503.10	7670.000	0.00156300002709	Liquid	2	
503.10	14910.000	0.00112899998203	Liquid	2	
503.10	21020.000	0.000757000001613	Liquid	2	
503.10	22020.000	0.000689000007696	Liquid	2	
503.10	23000.000	0.000622000021394	Liquid	2	
503.10	23990.000	0.000448000006145	Liquid	2	
503.10	24000.000	0.000514000013936	Liquid	2	
503.10	24510.000	0.000453999993624	Liquid	2	
503.10	28930.000	0.000913999974728	Liquid	2	
503.10	34620.000	0.000569999974687	Liquid	2	
503.10	35290.000	0.000479000009364	Liquid	2	
Number	Source	
1	Verdier S.; Andersen S.I.: Determination of Isobaric Thermal Expansivity of Organic Compounds from 0.1 to 30 MPa at 30°C an Isothermal Pressure Scanning Microcalorimeter. J.Chem.Eng.Data 48 (2003) 892-897	
2	Randzio S.L.; Grolier J.-P.E.; Quint J.R.; Eatough D.J.; Lewis E.A.; Hansen L.D.: n-Hexane as a Model for Compressed Simple Liquids. Int.J.Thermophys. 15 (1994) 415-441	
$$$Triple Point	
T [K]	P [kPa]	State	Reference	
177.84		Solid-Liquid-Vapor	1	
Number	Source	
1	Douslin D.R.; Huffman H.M.: Low-Temperature Thermal Data on the Five Isomeric Hexanes. J.Am.Chem.Soc. 68 (1946) 1704-1709	
$$$Vapor Pressure	
T [K]	P [kPa]	State	Reference	
177.71	0.00136	Vapor-Liquid	6	
178.02	0.00137322000228	Vapor-Liquid	6	
181.45	0.00226647988893	Vapor-Liquid	6	
184.22	0.003213	Vapor-Liquid	6	
189.16	0.005973	Vapor-Liquid	6	
197.21	0.0136	Vapor-Liquid	6	
211.90	0.06413	Vapor-Liquid	6	
219.86	0.12826	Vapor-Liquid	6	
238.31	0.656	Vapor-Liquid	6	
248.24	1.264	Vapor-Liquid	6	
258.76	2.560	Vapor-Liquid	6	
264.94	3.120	Vapor-Liquid	6	
298.15	20.492	Vapor-Liquid	1	
341.85	100.792	Vapor-Liquid	2	
363.15	189.000	Vapor-Liquid	4	
373.15	245.300	Vapor-Liquid	5	
389.35	370.000	Vapor-Liquid	3	
391.55	390.000	Vapor-Liquid	3	
393.15	402.000	Vapor-Liquid	4	
398.15	445.100	Vapor-Liquid	5	
400.15	470.000	Vapor-Liquid	3	
401.65	480.000	Vapor-Liquid	3	
403.65	500.000	Vapor-Liquid	3	
416.45	660.000	Vapor-Liquid	3	
418.55	690.000	Vapor-Liquid	3	
420.45	710.000	Vapor-Liquid	3	
423.15	749.000	Vapor-Liquid	5	
423.15	753.000	Vapor-Liquid	4	
427.75	820.000	Vapor-Liquid	3	
448.15	1188.600	Vapor-Liquid	5	
453.15	1301.000	Vapor-Liquid	4	
457.75	1400.000	Vapor-Liquid	3	
459.85	1460.000	Vapor-Liquid	3	
461.85	1510.000	Vapor-Liquid	3	
466.15	1630.000	Vapor-Liquid	3	
470.25	1730.000	Vapor-Liquid	3	
473.15	1804.600	Vapor-Liquid	5	
473.15	1810.000	Vapor-Liquid	3	
474.05	1840.000	Vapor-Liquid	3	
475.25	1870.000	Vapor-Liquid	3	
483.15	2112.000	Vapor-Liquid	4	
498.15	2652.400	Vapor-Liquid	5	
502.15	2813.500	Vapor-Liquid	5	
503.15	2856.000	Vapor-Liquid	5	
504.15	2896.100	Vapor-Liquid	5	
505.15	2937.100	Vapor-Liquid	5	
506.15	2982.000	Vapor-Liquid	5	
507.15	3025.900	Vapor-Liquid	5	
507.85	3043.000	Vapor-Liquid	4	
507.85	3058.000	Vapor-Liquid	5	
Number	Source	
1	Rusanov A.I.; Levichev S.A.; Tyushin V.Ya.: Composition of the Surface Layer in the n-Hexane-Acetone System. Vestn.Leningr.Univ.  (1966) 121-127	
2	Lomova N.N.; Shakhparonov M.I.: Dielektrische Dürchlässigkeit und Molekularstruktur der Nitrobenzen-Lösungen im Hexan und Cyclohexan. Vestn.Mosk.Univ.Ser.2 Khim. 1 (1960) 11-17	
3	Ermakov G.V.; Skripov V.P.: Experimentelle Bestimmung der spezifischen Volumina von überhitzten Flüssigkeiten. Teplofiz.Vys.Temp. 6 (1968) 89-96	
4	Shevchenko N.V.; Kharchenko P.M.: Equipment for Study of Density and Saturated Vapour Pressure of Petroleum Products. Izv.Vyssh.Uchebn.Zaved.Neft Gaz  (1987) 62-64	
5	Grigorev B.A.; Kurumov D.S.: Experimental Study of the Vapour Pressure of N-Hexane. Viniti  (1978) 1-6	
6	Carruth G.F.; Kobayashi R.: Vapor Pressure of Normal Paraffins Ethane Through n-Decane from their Triple Points to About 10 mm Hg. J.Chem.Eng.Data 18 (1973) 115-126	
$$$Virial Coefficients	
T [K]	Second Virial Coefficient [cm3/mol]	State	Reference	
308.15	-1729.0000	Vapor	3	
323.20	-1605.0000	Vapor	2	
328.20	-1607.0000	Vapor	2	
338.20	-1408.0000	Vapor	2	
348.15	-1224.0000	Vapor	6	
