Formula	Molar Mass	CAS Registry Number	Name	
C6H12	84.161	110-82-7	Cyclohexane	
$$$Boiling Point	
T [K]	P [kPa]	State	Reference	
353.95	101.325	Vapor-Liquid	1	
Number	Source	
1	Suresh Reddy K.V.N.; Sankara Reddy G.; Krishnaiah A.: Excess Volumes, Densities, Speeds of Sound and Viscosities for the Binary Systems of Diisopropyl Ether with Hydrocarbons at 303.15 K. Thermochim.Acta 440 (2006) 43-50	
$$$Compressibility (isentropic)	
T [K]	Compressibility (isentropic) [/kPa]	State	Reference	
298.15	8.18999978947E-007	Liquid	5	
298.15	8.21300034204E-007	Liquid	6	
298.15	8.21699984499E-007	Liquid	3	
298.15	8.21800028916E-007	Liquid	3	
298.15	8.2190001649E-007	Liquid	3	
298.15	8.22000004064E-007	Liquid	2	
298.15	8.22790013899E-007	Liquid	1	
303.15	8.58999953834E-007	Liquid	4	
308.15	8.94999971024E-007	Liquid	5	
Number	Source	
1	Junquera E.; Tardajos G.; Aicart E.: n-hexane or n-heptane or n-octane or n-decane) at 298.15 K. J.Chem.Thermodyn. 20 (1988) 1461-1467	
2	Iglesias M.; Orge B.; Tojo J.: Speeds of sound, densities, refractive indices, and isentropic compressibilities of {x1C6H6 + x2c-C6H12 + (1-x1-x2)C6H5Cl} at the temperature 298.15 K. J.Chem.Thermodyn. 26 (1994) 1179-1185	
3	Ohomuro K.; Tamura K.; Murakami S.: Speeds of sound, excess molar volumes, and isentropic compressibilities of {xCH3COC2H5 + (1 - x)C7H16}, {xCH3COC2H5 + (1 - x)c-C6H12}, {xCH3COC2H5 + (1 - x)c-C6H11CH3}, {xC2H5COC2H5 + (1 - x)C7H16}, and {xC2H5COC2H5 + (1 - x)c-C6H12} at 298.15 K. J.Chem.Thermodyn. 19 (1987) 163-169	
4	Oswal S.; Patel A.T.: 1. Tri-n-alkylamines with Cycloxehane and Benzene. J.Chem.Eng.Data 39 (1994) 366-371	
5	Nath J.; Dixit A.P.: Ultrasonic Velocities in, and Adiabatic Compressibilities and Excess Volumes for, Binary Liquid Mixtures of Acetone with Tetrachloroethylene, Trichloroethylene, Methylene Chloride, 1,2-Dichloroethane, and Cyclohexane. J.Chem.Eng.Data 29 (1984) 313-316	
6	Dominguez M.; Pardo J.; Santafe J.; Royo F.M.; Urieta J.S.: Densities, Speeds of Sound and Isentropic Compressibilities of Binary and Ternary Mixtures containing Benzene, Cyclohexane and Hexane at 298.15 K. Fluid Phase Equilib. 118 (1996) 227-240	
$$$Compressibility (isothermal)	
T [K]	Compressibility (isothermal) [/kPa]	State	Reference	
293.20	1.12930001706E-006	Liquid	1	
298.15	1.11969995942E-006	Liquid	3	
298.20	1.18299999485E-006	Liquid	2	
308.15	1.21879998005E-006	Liquid	3	
313.20	1.27800001337E-006	Liquid	1	
318.15	1.33080004616E-006	Liquid	3	
333.15	1.51950007421E-006	Liquid	3	
333.20	1.45550006891E-006	Liquid	1	
Number	Source	
1	Technische Hochschule Carl Schorlemmer Leuna-Merseburg, Merseburg (GDR): Unpublished data. Unpublished Data  (1989) 1-360	
2	Polzin B.; Weiss A.: VIII. Molar Volume and Selfdiffusion of Organic Liquids at Pressures up to 200 MPa. Ber.Bunsen-Ges.Phys.Chem. 94 (1990) 746-758	
3	Aicart E.; Tardajos G.; Diaz Pena M.: Isothermal Compressibility of Cyclohexane + n-Tridecane and +N-Pentadecane at 298.15, 308.15, 318.15, and 333.15 K. J.Chem.Thermodyn. 13 (1981) 783-788	
$$$Critical Data	
T [K]	P [kPa]	State	Reference	
553.15	4033.300	Critical Point	4	
553.35		Critical Point	1	
554.10		Critical Point	2	
554.15	3978.560	Critical Point	5	
Number	Source	
1	Richardson M.J.; Rowlinson J.S.: The Solubility of Mercury in Gases at High Density. Trans.Faraday Soc. 55 (1959) 1333-1337	
2	Rätzsch M.: Kritische Temperaturen binärer Systeme. Z.Phys.Chem.(Leipzig) 243 (1970) 212-220	
3	Simon M.: Methods and instruments employed at the Bureau of physisochemical standards. XV. Critical constants and straight-line diameters of 10 hydrocarbons. (Fr). Bull.Soc.Chim.Belg. 66 (1957) 375-381	
4	Young S.; Fortey E.C.: The vapour pressures, specific volumes and critical constants of hexamethylene. J.Chem.Soc.London 75 (1899) 873-883	
5	Glaser F.; Rüland H.: Untersuchungen über Dampfdruckkurven und kritische Daten einiger technisch wichtiger organischer Substanzen. Chem.Ing.Tech. CIT 29 (1957) 772-775	
6	Cheng D.C.-H.: Critical temperatures and volumes of some binary systems. Chem.Eng.Sci. 18 (1963) 715-724	
$$$Density	
T [K]	P [kPa]	Density [kg/m3]	State	Reference	
5	Ziegler W.T.; Andrews D.H.: The Heat Capacity of Benzene-D6.. J.Am.Chem.Soc. 64 (1942) 2482-2485	
6	Kaarsemaker S.; Coops J.: Thermal quantities of some cycloparaffins. Part III. Results of measurements.. Recl.Trav.Chim.Pays-Bas 71 (1952) 261-276	
$$$Heat of Vaporization	
T [K]	Molar Enthalpy [J/mol]	State	Reference	
298.15	30000.00	Vapor-Liquid	4	
298.15	32880.00	Vapor-Liquid	5	
298.15	32886.20	Vapor-Liquid	2	
298.15	32920.00	Vapor-Liquid	5	
298.15	32940.00	Vapor-Liquid	5	
298.15	32960.00	Vapor-Liquid	5	
298.15	32970.00	Vapor-Liquid	5	
298.15	32990.00	Vapor-Liquid	5	
298.15	33050.00	Vapor-Liquid	5	
298.15	33100.00	Vapor-Liquid	1	
353.80	30000.00	Vapor-Liquid	3	
Number	Source	
1	Diogo H.P.; Santos R.C.; Nunes P.M.; Minas Da Piedade M.E.: Ebulliometric Apparatus for the Measurement of Enthalpies of Vaporization. Thermochim.Acta 249 (1995) 113-120	
2	Sherman S.R.; Suleiman D.; Hait M.J.; Schiller M.; Liotta C.L.; Eckert C.A.; Li J.; Carr P.W.; Poe R.B.; Rutan S.C.: Correlation of Partial Molar Heats of Transfer at Infinite Dilution by a Linear Solvation Energy Relationship. J.Phys.Chem. 99 (1995) 11239-11247	
3	Matyushov D.V.; Schmid R.: Properties of Liquids at the Boiling Point: Equation of State, Internal Pressure and Vaporization Entropy. Int.J.Phys.Chem.Ber.Bunsen-Ges. 98 (1994) 1590-1595	
4	Watson P.C.; Harold M.P.: Dynamic Effects of Vaporization with Exothermic Reaction in a Porous Catalytic Pellet. AIChE J. 39 (1993) 989-1006	
5	An X.; Hu H.: Enthalpies of Vaporization of some Multichloro-Alkanes. Wuli-Huaxue-Xuebao 5 (1989) 565-571	
$$$Ideal Gas Heat Capacity	
T [K]	Ideal Gas Heat Capacity [J/(mol*K)]	State	Reference	
100.00	42.59	Ideal Gas	4	
200.00	69.05	Ideal Gas	4	
298.15	105.34	Ideal Gas	4	
298.16	105.23	Ideal Gas	1	
298.16	106.27	Ideal Gas	3	
300.00	106.06	Ideal Gas	1	
300.00	106.11	Ideal Gas	4	
300.00	107.03	Ideal Gas	3	
370.00	137.70	Ideal Gas	5	
370.00	138.07	Ideal Gas	2	
390.00	146.44	Ideal Gas	2	
400.00	148.64	Ideal Gas	4	
400.00	149.87	Ideal Gas	3	
400.00	150.08	Ideal Gas	1	
410.00	153.97	Ideal Gas	2	
410.00	154.98	Ideal Gas	5	
500.00	188.68	Ideal Gas	4	
500.00	190.04	Ideal Gas	1	
500.00	190.25	Ideal Gas	3	
600.00	223.38	Ideal Gas	4	
600.00	223.64	Ideal Gas	1	
600.00	225.23	Ideal Gas	3	
700.00	251.67	Ideal Gas	1	
700.00	252.62	Ideal Gas	4	
700.00	254.68	Ideal Gas	3	
800.00	275.18	Ideal Gas	1	
800.00	277.05	Ideal Gas	4	
800.00	279.32	Ideal Gas	3	
900.00	294.97	Ideal Gas	1	
900.00	297.42	Ideal Gas	4	
900.00	299.91	Ideal Gas	3	
1000.00	311.75	Ideal Gas	1	
1000.00	314.42	Ideal Gas	4	
1000.00	317.15	Ideal Gas	3	
1100.00	326.02	Ideal Gas	1	
1100.00	328.66	Ideal Gas	4	
1100.00	331.79	Ideal Gas	3	
1200.00	338.15	Ideal Gas	1	
1200.00	340.65	Ideal Gas	4	
1200.00	343.93	Ideal Gas	3	
1300.00	348.53	Ideal Gas	1	
1300.00	350.79	Ideal Gas	4	
1300.00	354.39	Ideal Gas	3	
1400.00	357.40	Ideal Gas	1	
1400.00	359.44	Ideal Gas	4	
1400.00	363.17	Ideal Gas	3	
1500.00	365.10	Ideal Gas	1	
1500.00	366.85	Ideal Gas	4	
1500.00	370.70	Ideal Gas	3	
Number	Source	
1	Brickwedde F.G.; Moskow M.; Aston J.G.: Equilibrium Constants of some Reactions Involved in the Production Of1,3-Butadiene.. J.Res. NBS 37 (1946) 263-279	
2	Montgomery J.B.; De Vries T.: The heat capacity of organic vapors. IV. Benzene, fluorobenzene, toluene, cyclohexane, methylcyclohexane and cyclohexane.. J.Am.Chem.Soc. 64 (1942) 2375-2377	
3	Beckett C.W.; Pitzer K.S.; Spitzer R.: The thermodynamic properties and molecular structure of cyclohexane,methylcyclohexane, ethylcyclohexane and the seven dimethylcyclohexanes.. J.Am.Chem.Soc. 69 (1947) 2488-2495	
4	Dorofeeva O.V.; Gurvich L.V.; Jorish V.S.: Thermodynamic properties of twenty-one monocyclic hydrocarbons.. J.Phys.Chem.Ref.Data 15 (1986) 437-464	
5	Aston J.G.; Szasz G.J.; Fink H.L.: The Heat Capacity and Entropy. Heats of Transition, Fusion and Vaporization and the Vapor Pressures of Cyclohexane. The Vibrational Frequencies of Alicyclic Ring Systems. J.Am.Chem.Soc. 65 (1943) 1135-1139	
$$$Kinematic Viscosity	
T [K]	Kinematic Viscosity [m2/s]	State	Reference	
293.15	1.25810004192E-06	Liquid	4	
298.12	1.16000001071E-06	Liquid	3	
298.15	1.14800002393E-06	Liquid	1	
298.15	1.15119996735E-06	Liquid	6	
303.15	1.07300002128E-06	Liquid	5	
333.14	7.14900011189E-07	Liquid	3	
Number	Source	
1	Chevalier J.L.E.; Petrino P.J.; Gaston-Bonhomme Y.H.: Viscosity and Density of Some Aliphatic, Cyclic, and Aromatic Hydrocarbons Binary Liquid Mixtures. J.Chem.Eng.Data 35 (1990) 206-212	
2	Petrino P.J.; Gaston-Bonhomme Y.H.; Chevalier J.L.E.: Viscosity and Density of Binary Liquid Mixtures of Hydrocarbons, Esters, Ketones, and Normal Chloroalkanes. J.Chem.Eng.Data 40 (1995) 136-140	
3	Dymond J.H.; Young K.J.: I. Viscosity Coefficients for n-Alkane Mixtures at Saturation Pressure from 283 to 378 K. Int.J.Thermophys. 1 (1980) 331-344	
4	Bauer H.; Meerlender G.: Newtonian reference materials with v < 1mm²/s and their application in extending the range of capillary viscometers. Rheologica Acta 21 (1982) 499-501	
5	Nath J.; Dixit A.P.: 2. Viscosities at 303.15 K. J.Chem.Eng.Data 29 (1984) 317-319	
6	Wei I.-C.; Rowley R.L.: Binary Liquid Mixture Viscosities and Densities. J.Chem.Eng.Data 29 (1984) 332-335	
$$$Melting Point	
T [K]	P [kPa]	State	Reference	
279.68	101.325	Solid-Liquid	5	
279.73	101.325	Solid-Liquid	4	
279.75	101.325	Solid-Liquid	1	
279.82	101.325	Solid-Liquid	2	
279.87	101.325	Solid-Liquid	3	
Number	Source	
1	Suri S.K.; Ramakrishna V.: Surface Tension of some Binary Liquid Mixtures. J.Phys.Chem. 72 (1968) 3073-3079	
2	Ruehrwein R.A.; Huffman H.M.: Thermal Data. XVII. The Heat Capacity, Entropy, and Free Energy of Formation of Cyclohexane. A New Method of Heat Transfer in Low Temperature Calorimetry. J.Am.Chem.Soc. 65 (1943) 1620-1625	
3	Stokes R.H.; Tomlins R.P.: Thermodynamic functions of melting for cyclohexane.. J.Chem.Thermodyn. 6 (1974) 379-386	
4	Goates J.R.; Ott J.B.; Moellmer J.F.; Farrell D.W.: (Solid + Liquid) Phase Equilibria in n-Hexane + Cyclohexane and Benzene + p-Xylene. J.Chem.Thermodyn. 11 (1979) 709-711	
5	Kohler F.; Lieberman E.; Schano R.; Affsprung H.E.; Morrow J.K.; Sosnkowska-Kehiaian K.; Kehiaian H.: Mixtures of Phenol with Non-Polar Solvents: Thermodynamic, Dielectric, and N.M.R. Properties.. J.Chem.Thermodyn. 7 (1975) 241-250	
$$$Molar Heat Capacity (cP)	
T [K]	P [kPa]	Molar Heat Capacity (cP) [J/(mol*K)]	State	Reference	
295.43	15000.000	154.37	Liquid	1	
295.48	10000.000	154.69	Liquid	1	
295.52	7500.000	154.99	Liquid	1	
295.55	5000.000	155.18	Liquid	1	
295.57	2500.000	155.28	Liquid	1	
295.58	500.000	155.54	Liquid	1	
317.91	15000.000	163.25	Liquid	1	
317.98	10000.000	163.62	Liquid	1	
318.01	2500.000	164.24	Liquid	1	
318.02	5000.000	163.90	Liquid	1	
318.02	7500.000	163.82	Liquid	1	
318.03	500.000	164.45	Liquid	1	
334.65	15000.000	170.09	Liquid	1	
334.68	10000.000	170.47	Liquid	1	
334.70	7500.000	170.65	Liquid	1	
334.71	5000.000	170.91	Liquid	1	
334.72	2500.000	171.22	Liquid	1	
334.74	500.000	171.54	Liquid	1	
363.51	15000.000	181.28	Liquid	1	
363.56	7500.000	182.11	Liquid	1	
363.58	10000.000	181.98	Liquid	1	
363.60	5000.000	182.72	Liquid	1	
363.62	500.000	183.83	Liquid	1	
363.62	2500.000	182.92	Liquid	1	
389.80	15000.000	192.04	Liquid	1	
389.82	7500.000	193.47	Liquid	1	
389.86	10000.000	192.63	Liquid	1	
390.00	500.000	195.39	Liquid	1	
390.02	5000.000	194.00	Liquid	1	
390.05	2500.000	195.59	Liquid	1	
413.81	500.000	207.56	Liquid	1	
418.17	2500.000	208.51	Liquid	1	
423.20	5000.000	209.64	Liquid	1	
423.20	15000.000	206.63	Liquid	1	
423.22	7500.000	208.48	Liquid	1	
423.23	10000.000	207.72	Liquid	1	
443.71	2500.000	221.84	Liquid	1	
443.75	15000.000	214.81	Liquid	1	
443.78	5000.000	219.91	Liquid	1	
443.79	10000.000	216.80	Liquid	1	
443.80	7500.000	218.19	Liquid	1	
461.74	2500.000	232.40	Liquid	1	
461.76	5000.000	229.29	Liquid	1	
461.77	7500.000	226.62	Liquid	1	
461.80	10000.000	224.99	Liquid	1	
462.41	15000.000	222.60	Liquid	1	
492.47	15000.000	235.11	Liquid	1	
492.49	2500.000	255.66	Liquid	1	
492.55	5000.000	247.64	Liquid	1	
492.59	10000.000	239.20	Liquid	1	
492.61	7500.000	242.78	Liquid	1	
504.08	5000.000	255.91	Liquid	1	
504.12	7500.000	249.60	Liquid	1	
504.12	15000.000	240.12	Liquid	1	
504.14	10000.000	245.68	Liquid	1	
512.71	10000.000	248.61	Liquid	1	
512.76	15000.000	244.55	Liquid	1	
512.77	5000.000	263.89	Liquid	1	
512.78	7500.000	255.28	Liquid	1	
525.80	5000.000	277.94	Liquid	1	
525.84	7500.000	263.94	Liquid	1	
525.95	10000.000	257.26	Liquid	1	
525.98	15000.000	250.89	Liquid	1	
533.51	5000.000	288.69	Liquid	1	
533.61	7500.000	269.96	Liquid	1	
533.67	10000.000	261.86	Liquid	1	
533.70	15000.000	254.06	Liquid	1	
540.81	5000.000	303.14	Liquid	1	
540.91	7500.000	275.57	Liquid	1	
541.00	10000.000	266.49	Liquid	1	
541.01	15000.000	257.38	Liquid	1	
547.43	5000.000	323.52	Liquid	1	
547.89	7500.000	282.51	Liquid	1	
547.97	10000.000	270.89	Liquid	1	
547.97	15000.000	260.60	Liquid	1	
Number	Source	
1	Safir L.I.; Gerasimov A.A.; Grigorev B.A.: Experimentelle Untersuchung der Wärmekapazität von Cyclohexan. Izv.Vyssh.Uchebn.Zaved.Neft Gaz 18 (1975) 61-65	
$$$Molar Heat Capacity (cV)	
T [K]	Molar Heat Capacity (Cv) [J/(mol*K)]	State	Reference	
298.15	112.56	Liquid	1	
298.15	113.60	Liquid	2	
308.15	116.25	Liquid	1	
318.15	120.16	Liquid	1	
333.15	126.08	Liquid	1	
Number	Source	
1	Aicart E.; Tardajos G.; Diaz Pena M.: Thermodynamics of (Cyclohexane + Benzene) at Various Temperatures.. J.Chem.Thermodyn. 12 (1980) 1085-1091	
2	Fujii S.; Tamura K.; Murakami S.: Thermodynamic properties of mixtures containing 1,3-diphenyl-propane at 298.15 K. Thermochim.Acta 257 (1995) 1-12	
$$$Molar Saturation Heat Capacity	
T [K]	Molar Saturation Heat Capacity (CS) [J/(mol*K)]	State	Reference	
288.15	151.970	Liquid	1	
298.15	156.090	Liquid	1	
308.15	160.060	Liquid	1	
318.15	164.170	Liquid	1	
328.15	167.960	Liquid	1	
338.15	171.960	Liquid	1	
348.15	176.140	Liquid	1	
Number	Source	
1	Paramo R.; Zounine M.; Casanova C.: New Batch Cells Adapted To Measure Saturated Heat Capacities of Liquids. J.Chem.Eng.Data 47 (2002) 441-448	
$$$Speed of Sound	
T [K]	Ultrasonic Velocity [m/s]	State	Reference	
288.15	1303.690	Liquid	5	
289.15	1298.590	Liquid	5	
290.15	1293.530	Liquid	5	
291.15	1288.480	Liquid	5	
292.15	1283.470	Liquid	5	
293.15	1278.450	Liquid	5	
293.15	1279.030	Liquid	6	
294.15	1273.430	Liquid	5	
295.15	1268.390	Liquid	5	
296.15	1257.000	Liquid	3	
296.15	1263.380	Liquid	5	
297.15	1258.400	Liquid	5	
298.15	1253.390	Liquid	5	
298.15	1253.780	Liquid	2	
298.15	1253.790	Liquid	6	
298.15	1254.400	Liquid	4	
299.15	1248.450	Liquid	5	
300.15	1243.520	Liquid	5	
301.15	1238.540	Liquid	5	
302.15	1233.640	Liquid	5	
303.15	1228.720	Liquid	5	
303.15	1229.100	Liquid	1	
303.15	1229.330	Liquid	6	
304.15	1223.830	Liquid	5	
305.15	1218.960	Liquid	5	
306.15	1214.030	Liquid	5	
307.15	1209.190	Liquid	5	
308.15	1204.380	Liquid	5	
309.15	1199.490	Liquid	5	
310.15	1194.670	Liquid	5	
311.15	1189.820	Liquid	5	
312.15	1185.020	Liquid	5	
313.15	1180.240	Liquid	5	
313.15	1180.800	Liquid	4	
314.15	1175.490	Liquid	5	
315.15	1170.650	Liquid	5	
316.15	1165.930	Liquid	5	
317.15	1161.130	Liquid	5	
318.15	1156.440	Liquid	5	
319.15	1151.720	Liquid	5	
320.15	1147.020	Liquid	5	
321.15	1142.280	Liquid	5	
322.15	1137.570	Liquid	5	
323.15	1132.890	Liquid	5	
324.15	1128.140	Liquid	5	
325.15	1123.560	Liquid	5	
326.15	1118.860	Liquid	5	
327.15	1114.220	Liquid	5	
328.15	1109.530	Liquid	5	
329.15	1105.010	Liquid	5	
330.15	1100.280	Liquid	5	
331.15	1095.700	Liquid	5	
332.15	1091.100	Liquid	5	
333.15	1086.490	Liquid	5	
Number	Source	
1	Weissler A.: IV. Cyclic Compounds. J.Am.Chem.Soc. 71 (1949) 419-421	
2	Tamura K.; Ohomuro K.; Murakami S.: Speeds of Sound, Isentropic and Isothermal Compressibilities, and Isochoric Heat Capacities of {xc-C6H12+(1-X)C6h6}, {xccl4+(1-X)C6h6}, and {xc7h16+(1-X)C6h6} at 298.15 K.. J.Chem.Thermodyn. 15 (1983) 859-868	
3	Prasad N.; Prakash S.: Sound Velocities and Related Properties in Ternary Solutions of o-Xylene. J.Chem.Eng.Data 22 (1977) 49-50	
4	Clarke H.T.: The relation between residual affinity and chemical constitution. Part III. Some heterocyclic compounds.. J.Chem.Soc.London 101 (1912) 1788-1809	
5	Cerdeirina C.A.; Tovar C.A.; Gonzalez-Salgado D.; Carballo E.; Romani L.: Isobaric thermal expansivity and thermophysical characterization of liquids and liquid mixtures. Phys.Chem.Chem.Phys. (PCCP) 3 (2001) 5230-5236	
6	Tamura K.; Murakami S.; Doi S.: Speeds of sound, densities, and isentropic compressibilities of {xc-C6H12+(1-x)C6H5CH3}, {xc-C6H11CH3+(1-x)C6H6}, and {xc-C6H11CH3+(1-x)C6H5CH3}, from 293,15 to 303,15K. J.Chem.Thermodyn. 17 (1985) 325-333	
$$$Standard Heat of Vaporization	
T [K]	Molar Enthalpy [J/mol]	State	Reference	
298.15	32830.00	Vapor-Liquid	1	
Number	Source	
1	Zhao H.; Unhannanant P.; Hanshaw W.; Chickos J.S.: Liquid-Vapor Pressure Isotope Effects. J.Chem.Eng.Data 53 (2008) 1545-1556	
$$$Std. Heat of Combustion	
T [K]	Molar Enthalpy [J/mol]	State	Reference	
290.55	-3922390.00	Liquid	4	
298.00	-3919860.00	Liquid	5	
298.00	-3919260.00	Liquid	2	
298.15	-3919860.00	Liquid	3	
298.16	-3917600.00	Liquid	1	
Number	Source	
1	Ruehrwein R.A.; Huffman H.M.: Thermal Data. XVII. The Heat Capacity, Entropy, and Free Energy of Formation of Cyclohexane. A New Method of Heat Transfer in Low Temperature Calorimetry. J.Am.Chem.Soc. 65 (1943) 1620-1625	
2	Johnson W.H.; Prosen E.J.; Rossini F.D.: Heats of Combustion of Four Cyclopentane and Five Cyclohexane Hydrocarbons. J.Res. NBS 36 (1946) 463-468	
3	Good W.D.; Smith N.K.: Enthalpies of Combustion of Toluene, Benzene, Cyclohexane, Cyclohexene, Methylcyclopentane, 1-Methylcyclopentene, and n-Hexane.. J.Chem.Eng.Data 14 (1969) 102-106	
4	Roth W.A.; von Auwers K.: Über die Verbrennungswärmen aromatischer Kohlenwasserstoffe und deren Hydrierungsprodukte. Justus Liebigs Ann.Chem. 407 (1915) 145-175	
5	Domalski E.S.: Selected Values of Heats of Combustion and Heats of Formation of Organic Compounds Containing the Elements C, H, N, O, P, and S. J.Phys.Chem.Ref.Data 1 (1972) 221-277	
$$$Std. Heat of Formation	
T [K]	Molar Enthalpy [J/mol]	State	Reference	
298.00	-157946.00	Liquid	6	
298.00	-157695.00	Liquid	4	
298.00	-157653.00	Liquid	2	
298.00	-156147.00	Liquid	5	
298.00	-129641.00	Vapor	1	
298.00	-123135.00	Vapor	3	
Number	Source	
1	Rabinovich I.B.; Tsvetkov V.G.: The influence of the replacement of hydrogen by deuterium on the energy of chemical bonds. (Russ). Dokl.Akad.Nauk SSSR 188 (1969) 124-126	
2	Spitzer R.; Huffman H.M.: The Heats of Combustion of Cyclopentane, Cyclohexane, Cycloheptane and Cyclooctane.. J.Am.Chem.Soc. 69 (1947) 211-213	
3	Prosen E.J.; Johnson W.H.; Rossini F.D.: Heats of Formation and Combustion of the Normal Alkylpentanes and Cyclohexanes and the Increment Per CH2 Group for Several Homologous Series of Hydrocarbons.. J.Res. NBS 37 (1946) 51-56	
4	Moore G.E.; Renquist M.L.; Parks G.S.: Thermal data on organic compounds. XX. Modern combustion data for two methylnonanes, methyl ethyl ketone, thiophene and six cycloparaffins.. J.Am.Chem.Soc. 62 (1940) 1505-1507	
5	Good W.D.; Smith N.K.: Enthalpies of Combustion of Toluene, Benzene, Cyclohexane, Cyclohexene, Methylcyclopentane, 1-Methylcyclopentene, and n-Hexane.. J.Chem.Eng.Data 14 (1969) 102-106	
6	Ruehrwein R.A.; Huffman H.M.: Thermal Data. XVII. The Heat Capacity, Entropy, and Free Energy of Formation of Cyclohexane. A New Method of Heat Transfer in Low Temperature Calorimetry. J.Am.Chem.Soc. 65 (1943) 1620-1625	
$$$Surface Tension	
T [K]	Surface Tension [mN/m]	State	Reference	
288.15	25.6400	Liquid	5	
288.15	25.7000	Liquid	4	
293.15	24.8100	Liquid	3	
293.15	24.9900	Liquid	5	
293.15	25.1600	Liquid	6	
298.15	24.2930	Liquid	2	
298.15	24.3800	Liquid	3	
298.15	24.5640	Liquid	2	
303.15	23.7800	Liquid	3	
303.15	23.8200	Liquid	5	
303.15	23.8600	Liquid	1	
353.15	17.9900	Liquid	6	
Number	Source	
1	Wright E.H.M.; Akhtar B.A.: Equilibrium studies of soluble films of short chain monocarboxylic fatty acids at the organoliquid-vapour phase boundary.. Trans.Faraday Soc. 66 (1970) 990-1003	
2	Lakomy J.; Lehar L.: Measurement of the surface tension of chorosilanes using the maximum bubble pressure method. (Cz). Chem.Listy 59 (1965) 985-992	
3	Lam V.T.; Benson G.C.: I. Mixtures of Nonelectrolytes. Can.J.Chem. 48 (1970) 3773-3781	
4	Mahl B.S.; Chopra S.L.; Singh P.P.: Surface Tension of Binary Mixtures. Z.Phys.Chem.(Leipzig) 249 (1972) 337-343	
5	Hennaut-Roland L.; Lek M.: Methods and equipment used at the Bureau of Physico-Chem. Standards.IV. Surface tension of a series of org. substances.. Bull.Soc.Chim.Belg. 40 (1931) 177-188	
6	Korösi G.; Kovats E.S.: Density and Surface Tension of 83 Organic Liquids. J.Chem.Eng.Data 26 (1981) 323-332	
$$$Thermal Conductivity	
T [K]	P [kPa]	Thermal Conductivity [W/(m*K)]	State	Reference	
298.42	100.000	0.1177	Liquid	3	
298.48	19600.000	0.1244	Liquid	3	
298.49	10300.000	0.1221	Liquid	3	
304.14	10300.000	0.1197	Liquid	3	
304.49	100.000	0.1153	Liquid	3	
304.57	19600.000	0.1224	Liquid	3	
305.43		0.1327	Liquid	1	
309.46		0.13142	Liquid	1	
315.61	19600.000	0.1204	Liquid	3	
315.69	100.000	0.1128	Liquid	3	
322.70	100.000	0.1103	Liquid	3	
322.77	10300.000	0.1147	Liquid	3	
333.53	100.000	0.1077	Liquid	3	
345.46		0.12235	Liquid	1	
346.91		0.12223	Liquid	1	
348.45		0.12142	Liquid	1	
353.17	100.000	0.1020	Liquid	3	
353.50	19600.000	0.1110	Liquid	3	
373.85	18600.000	0.1059	Liquid	3	
373.95	19600.000	0.1064	Liquid	3	
386.39		0.11328	Liquid	1	
390.65		0.11165	Liquid	1	
420.26		0.10583	Liquid	1	
422.08		0.10514	Liquid	1	
424.78		0.10467	Liquid	1	
468.65		0.02412	Vapor	2	
478.55		0.02474	Vapor	2	
489.35		0.02628	Vapor	2	
501.45		0.02734	Vapor	2	
509.75		0.02745	Vapor	2	
519.95		0.02937	Vapor	2	
527.65		0.03038	Vapor	2	
538.55		0.03119	Vapor	2	
547.35		0.03244	Vapor	2	
557.45		0.03337	Vapor	2	
568.65		0.03494	Vapor	2	
575.75		0.03582	Vapor	2	
583.85		0.03692	Vapor	2	
592.85		0.03775	Vapor	2	
601.65		0.03876	Vapor	2	
609.55		0.04018	Vapor	2	
617.65		0.04084	Vapor	2	
627.35		0.04175	Vapor	2	
637.45		0.04324	Vapor	2	
645.75		0.04435	Vapor	2	
653.65		0.04567	Vapor	2	
661.55		0.04618	Vapor	2	
669.35		0.04715	Vapor	2	
677.65		0.04782	Vapor	2	
Number	Source	
1	Mukhamedzyanov G.Kh.; Usmanov A.G.; Tarzimanov A.A.: Experimentelle Bestimunng der Wärmeleitfähigkeit von flüssigen Alkanen. Izv.Vyssh.Uchebn.Zaved.Neft Gaz  (1963) 75-79	
2	Mustafaev R.A.: Investigation of the thermal conductivity of n-Alkanes at high temperatures. Izv.Vyssh.Uchebn.Zaved.Neft Gaz  (1973) 71-74	
3	Grigorev B.A.; Ishkhanov A.M.; Rastorguev Yu.L.; Pugach V.V.: Wärmeleitfähigkeit von Cyclohexan und Cyclohexen bei hohen Drücken. Izv.Vyssh.Uchebn.Zaved.Neft Gaz  (1980) 48-51	
$$$Thermal Expansion Coefficient	
T [K]	P [kPa]	Thermal Expansion Coefficient [/K]	State	Reference	
298.15		0.00121400004718	Liquid	2	
303.15	500.000	0.00117599999066	Liquid	1	
303.15	1000.000	0.00117199996021	Liquid	1	
303.15	2000.000	0.00116300000809	Liquid	1	
303.15	3000.000	0.00115200004075	Liquid	1	
303.15	4000.000	0.00114499998745	Liquid	1	
303.15	5000.000	0.00113500002772	Liquid	1	
303.15	6000.000	0.00112599995919	Liquid	1	
303.15	7000.000	0.00111800001469	Liquid	1	
303.15	8000.000	0.00110899994615	Liquid	1	
303.15	9000.000	0.00110300001688	Liquid	1	
303.15	10000.000	0.00109200004954	Liquid	1	
