Formula	Molar Mass	CAS Registry Number	Name
C8H10	106.167	106-42-3	p-Xylene
$$$Compressibility (isentropic)
T [K]	P [kPa]	Compressibility (isentropic) [/kPa]	State	Reference
286.28	5900.000	Solid-Liquid	1
286.36	101.325	Solid-Liquid	5
286.39	101.325	Solid-Liquid	2
286.78	6800.000	Solid-Liquid	1
287.30	8900.000	Solid-Liquid	1
287.67	9300.000	Solid-Liquid	1
288.62	12400.000	Solid-Liquid	1
288.97	12900.000	Solid-Liquid	1
289.66	15400.000	Solid-Liquid	1
290.44	17000.000	Solid-Liquid	1
291.14	19400.000	Solid-Liquid	1
291.74	20700.000	Solid-Liquid	1
292.36	22800.000	Solid-Liquid	1
292.82	23800.000	Solid-Liquid	1
293.64	26400.000	Solid-Liquid	1
294.13	27500.000	Solid-Liquid	1
294.90	29900.000	Solid-Liquid	1
295.34	31000.000	Solid-Liquid	1
296.37	33900.000	Solid-Liquid	1
296.43	34200.000	Solid-Liquid	1
297.66	37600.000	Solid-Liquid	1
Number	Source
1	Castro S.; Taravillo M.; Garcia Baonza V.; Caceres M.; Nunez J.: Thermodynamic Behaviour of Liquid p-Xylene Near Freezing. J.Chem.Soc.Faraday Trans. 90 (1994) 3645-3649
2	Goates J.R.; Ott J.B.; Moellmer J.F.; Farrell D.W.: (Solid + Liquid) Phase Equilibria in n-Hexane + Cyclohexane and Benzene + p-Xylene. J.Chem.Thermodyn. 11 (1979) 709-711
3	Ott J.B.; Goates J.R.; Cardon D.L.: Benzene + Hexafluorobenzene Solid Addition Compounds. J.Chem.Thermodyn. 8 (1976) 505-512
4	Goates J.R.; Ott J.B.; Moellmer J.F.: Solid + Liquid Phase Equilibria and Solid-Compound Formation in Halobenzenes + Aromatic Hydrocarbons. J.Chem.Thermodyn. 8 (1976) 217-224
5	Boerio-Goates J.; Goates R.S.; Ott J.B.; Goates J.R.: Enthalpies of formation of molecular addition compounds in tetrachloromethane + p-xylene, + toluene, and + benzene from (solid + liquid) phase equilibria. J.Chem.Thermodyn. 17 (1985) 665-670
$$$Molar Heat Capacity (cP)
T [K]	P [kPa]	Molar Heat Capacity (cP) [J/(mol*K)]	State	Reference
484.08	500.000	208.28	Vapor	1
485.59	500.000	208.53	Vapor	1
491.76	500.000	209.60	Vapor	1
503.86	500.000	211.89	Vapor	1
515.80	500.000	214.27	Vapor	1
524.50	500.000	216.32	Vapor	1
525.58	1000.000	236.61	Vapor	1
528.90	1000.000	235.66	Vapor	1
537.58	1000.000	234.53	Vapor	1
541.93	500.000	220.46	Vapor	1
547.79	500.000	223.05	Vapor	1
549.43	1000.000	234.55	Vapor	1
550.86	1500.000	268.16	Vapor	1
551.47	1500.000	267.63	Vapor	1
551.75	1500.000	267.29	Vapor	1
552.98	1500.000	265.86	Vapor	1
560.12	1500.000	260.49	Vapor	1
562.03	500.000	225.45	Vapor	1
566.76	1000.000	235.78	Vapor	1
572.27	2000.000	307.20	Vapor	1
572.80	2000.000	304.38	Vapor	1
573.95	2000.000	301.56	Vapor	1
574.33	500.000	228.60	Vapor	1
576.33	2000.000	294.85	Vapor	1
577.96	1500.000	252.95	Vapor	1
582.06	2000.000	284.10	Vapor	1
586.40	1000.000	238.37	Vapor	1
589.13	2500.000	360.96	Vapor	1
589.23	2500.000	360.64	Vapor	1
589.40	2500.000	357.74	Vapor	1
590.00	500.000	232.26	Vapor	1
590.51	2500.000	349.74	Vapor	1
591.10	2000.000	274.32	Vapor	1
591.93	1500.000	250.75	Vapor	1
592.07	2500.000	336.82	Vapor	1
595.90	2500.000	323.27	Vapor	1
599.56	2500.000	308.83	Vapor	1
601.72	1500.000	250.43	Vapor	1
602.53	1000.000	241.06	Vapor	1
604.77	2000.000	266.22	Vapor	1
606.44	3000.000	449.76	Vapor	1
607.14	3000.000	433.58	Vapor	1
607.27	500.000	236.49	Vapor	1
607.40	2500.000	293.80	Vapor	1
607.76	3000.000	419.64	Vapor	1
608.43	3000.000	405.47	Vapor	1
609.40	3000.000	388.70	Vapor	1
610.77	3000.000	368.85	Vapor	1
611.75	3000.000	354.34	Vapor	1
613.63	3000.000	337.73	Vapor	1
617.56	2500.000	282.55	Vapor	1
617.73	3000.000	319.94	Vapor	1
618.13	1500.000	251.21	Vapor	1
618.43	2000.000	262.51	Vapor	1
623.31	3000.000	306.43	Vapor	1
624.13	1000.000	245.13	Vapor	1
624.50	500.000	240.51	Vapor	1
626.53	2500.000	276.51	Vapor	1
632.26	3000.000	294.15	Vapor	1
634.23	2500.000	273.48	Vapor	1
634.78	2000.000	261.21	Vapor	1
635.36	1500.000	253.11	Vapor	1
639.96	500.000	244.34	Vapor	1
641.38	3000.000	286.66	Vapor	1
641.56	1000.000	248.63	Vapor	1
641.74	1500.000	255.01	Vapor	1
649.57	2500.000	270.34	Vapor	1
651.53	2000.000	261.48	Vapor	1
654.33	3000.000	280.34	Vapor	1
657.15	1000.000	251.57	Vapor	1
660.26	500.000	249.25	Vapor	1
664.33	2500.000	269.17	Vapor	1
665.50	1500.000	257.09	Vapor	1
667.53	3000.000	277.30	Vapor	1
668.98	2000.000	263.72	Vapor	1
669.63	1000.000	254.01	Vapor	1
677.66	2500.000	268.98	Vapor	1
678.76	500.000	253.38	Vapor	1
680.00	3000.000	275.65	Vapor	1
680.18	1500.000	259.49	Vapor	1
682.51	2000.000	264.10	Vapor	1
692.14	2000.000	265.40	Vapor	1
692.24	500.000	256.24	Vapor	1
692.65	3000.000	274.83	Vapor	1
692.83	1000.000	258.70	Vapor	1
693.48	2500.000	269.84	Vapor	1
693.71	1500.000	261.81	Vapor	1
Number	Source
1	Akhundov T.S.; Sultanov Ch.I.: Experimentelle Untersuchung  der Isobar-Dampfwärmekapazität von o-, m-, p-Xylol bei unterkritischen Drücken und Temperaturen bis 420°C. Izv.Vyssh.Uchebn.Zaved.Neft Gaz  (1975) 50-80
$$$Speed of Sound
T [K]	Ultrasonic Velocity [m/s]	State	Reference
293.15	1324.000	Liquid	5
293.15	1330.000	Liquid	2
298.15	1308.200	Liquid	4
298.15	1326.000	Liquid	3
302.65	1310.000	Liquid	6
303.15	1290.000	Liquid	1
303.15	1301.000	Liquid	5
308.15	1276.000	Liquid	4
313.15	1263.000	Liquid	5
Number	Source
1	Oswal S.L.; Oswal P.; Phalak R.P.: Speed of Sound, Isentropic Compressibilities, and Excess Molar Volume of Binary Mixtures Containing p-Dioxane. J.Solution Chem. 27 (1998) 507-520
2	Schaaffs W.: I.Teil: Die Schallgeschwindigkeit in organischen Flüssigkeiten. Z.Phys.Chem.(Leipzig) 194 (1944) 28-38
3	Nayak J.N.; Aralaguppi M.I.; Aminabhavi T.M.: Density, Viscosity, Refractive Index, and Speed of Sound in the Binary Mixtures of Ethyl Chloroacetate with Aromatic Liquids at 298.15, 303.15, and 308.15 K. J.Chem.Eng.Data 47 (2002) 964-969
4	George J.; Sastry N.V.: Measurements of Densities, Viscosites, Speeds of Sound and Relative Permittivities and Excess Molar Volumes, Excess Isentropic Compressibilities and Deviations in Relative Permittivities and Molar Polarizations for Dibutyl Ether + Benzene, + Toluene and + p-P-Xylene at Different Temperatures. J.Chem.Thermodyn. 35 (2003) 1837-1853
5	Zeliznyi A.M.; Dyakiv F.V.; Shevchenko E.F.: Xylene-Dimethylformamide Binary Systems. Zh.Obshch.Khim. 46 (1976) 1913-1919
6	Reddy K.C.; Subrahmanyam S.V.; Bhimasenachar J.: Ultrasonic Behaviour of Binary Liquid Mixtures Containing Triethylamine. Part I. Trans.Faraday Soc. 58 (1962) 2352-2357
$$$Standard Heat of Vaporization
T [K]	Molar Enthalpy [J/mol]	State	Reference
298.15	42570.00	Vapor-Liquid	1
Number	Source
1	Zhao H.; Unhannanant P.; Hanshaw W.; Chickos J.S.: Liquid-Vapor Pressure Isotope Effects. J.Chem.Eng.Data 53 (2008) 1545-1556
$$$Std. Heat of Combustion
T [K]	Molar Enthalpy [J/mol]	State	Reference
290.65	-4543770.00	Liquid	3
298.00	-4552860.00	Liquid	2
298.00	-4549640.00	Liquid	1
Number	Source
1	Coops J.; Mulder D.; Dienske J.W.; Smittenberg J.: The heats of combustion of a number of hydrocarbons.. Recl.Trav.Chim.Pays-Bas 65 (1946) 128-128
2	Prosen E.J.; Gilmont R.; Rossini F.D.: Heats of combustion of benzene, toluene, ethylbenzene, o-xylene, m-xylene, p-xylene, n-propylbenzene, and styrene.. J.Res. NBS 34 (1945) 65-71
3	Stohmann F.; Rodatz P.; Herzberg W.: Ueber den Wärmewerth der Homologen des Benzols. J.Prakt.Chem. 35 (1887) 40-42
$$$Std. Heat of Formation
T [K]	P [kPa]	Molar Enthalpy [J/mol]	State	Reference
250.00	101.325	22220.50	Ideal Gas	3
260.00	101.325	21315.10	Ideal Gas	3
280.00	101.325	19555.70	Ideal Gas	3
298.00		17949.00	Vapor	1
298.00		17996.00	Vapor	2
298.15	101.325	17972.60	Ideal Gas	3
300.00	101.325	17834.60	Ideal Gas	3
320.00	101.325	16150.10	Ideal Gas	3
340.00	101.325	14502.20	Ideal Gas	3
360.00	101.325	12930.70	Ideal Gas	3
380.00	101.325	11405.80	Ideal Gas	3
400.00	101.325	9910.90	Ideal Gas	3
420.00	101.325	8485.79	Ideal Gas	3
440.00	101.325	7133.85	Ideal Gas	3
460.00	101.325	5775.26	Ideal Gas	3
480.00	101.325	4509.79	Ideal Gas	3
500.00	101.325	3284.23	Ideal Gas	3
520.00	101.325	2032.07	Ideal Gas	3
540.00	101.325	853.07	Ideal Gas	3
550.00	101.325	228.65	Ideal Gas	3
Number	Source
1	Prosen E.J.; Johnson W.H.; Rossini F.D.: Heats of combustion and formation at 25 oC of the alkylbenzenes through C10H14, and of the higher normal monoalkylbenzenes.. J.Res. NBS 36 (1946) 455-461
2	Messerly J.F.; Finke H.L.; Good W.D.; Gammon B.E.: Condensed-phase heat capacities and derived thermodynamic properties for 1,4-dimethylbenzene, 1,2-diphenylethane, and 2,3-dimethylnaphtalene. J.Chem.Thermodyn. 20 (1988) 485-501
3	Chirico R.D.; Knipmeyer S.E.; Nguyen A.; Steele W.V.: Thermodynamic equilibria in xylene isomerization. 1. The thermodynamic properties of p-xylene. J.Chem.Eng.Data 42 (1997) 248-261
$$$Surface Tension
T [K]	P [kPa]	Surface Tension [mN/m]	State	Reference
288.15		28.9100	Liquid	6
288.15		28.9500	Liquid	4
293.15		28.2240	Liquid	1
293.15		28.3100	Liquid	2
293.15		28.3600	Liquid Phase of VLE	5
296.05	19.330	28.2700	Liquid	3
298.15		27.7600	Liquid	2
303.15		27.1810	Liquid	1
303.15		27.2900	Liquid	6
307.90	38.660	26.8900	Liquid	3
308.15		26.6700	Liquid	2
313.15		25.8990	Liquid	1
313.15		26.2000	Liquid Phase of VLE	5
318.15		25.7300	Liquid	2
333.15		24.0400	Liquid Phase of VLE	5
333.75	46.660	24.2100	Liquid	3
Number	Source
1	Narayan J.; Wanchoo R.K.; Raina G.K.; Wani G.A.: Viscosity and Surface Tension of p-Xylene - Ethylacetate Liquid Mixtures. Can.J.Chem.Eng. 66 (1988) 1021-1026
2	Wanchoo R.K.; Narayan J.: Excess Properties of (Methanol + Toluene or p-Xylene) Binary Liquid Mixture. Phys.Chem.Liq. 25 (1992) 15-26
3	Richards T.W.; Speyers C.L.; Carver E.K.: The determination of surface tension with very small volumes of liquid, and the surface tensions of octanes and xylenes at several temperatures.. J.Am.Chem.Soc. 46 (1924) 1196-1207
4	Mahl B.S.; Chopra S.L.; Singh P.P.: Surface Tension of Binary Mixtures. Z.Phys.Chem.(Leipzig) 249 (1972) 337-343
5	Jasper J.J.; Herrington K.D.: A new type of precision capillarimeter.. J.Am.Chem.Soc. 68 (1946) 2142-2144
6	Hennaut-Roland L.; Lek M.: Methods and equipment used at the Bureau of Physico-Chem. Standards.IV. Surface tension of a series of org. substances.. Bull.Soc.Chim.Belg. 40 (1931) 177-188
$$$Thermal Conductivity
T [K]	P [kPa]	Thermal Conductivity [W/(m*K)]	State	Reference
293.15	98.000	0.1313	Liquid	1
313.15	98.000	0.1263	Liquid	1
313.15	21900.000	0.1345	Liquid	1
313.15	42000.000	0.1415	Liquid	1
313.15	59700.000	0.1468	Liquid	1
333.15	98.000	0.1216	Liquid	1
333.15	21900.000	0.1300	Liquid	1
333.15	42000.000	0.1371	Liquid	1
333.15	59700.000	0.1427	Liquid	1
333.15	79900.000	0.1480	Liquid	1
333.15	100800.000	0.1525	Liquid	1
353.15	98.000	0.1168	Liquid	1
353.15	21900.000	0.1254	Liquid	1
353.15	42000.000	0.1327	Liquid	1
353.15	59700.000	0.1388	Liquid	1
353.15	79900.000	0.1440	Liquid	1
353.15	100800.000	0.1493	Liquid	1
373.15	98.000	0.1120	Liquid	1
373.15	21900.000	0.1207	Liquid	1
373.15	42000.000	0.1284	Liquid	1
373.15	59700.000	0.1345	Liquid	1
373.15	79900.000	0.1404	Liquid	1
373.15	100800.000	0.1460	Liquid	1
393.15	98.000	0.1075	Liquid	1
393.15	21900.000	0.1162	Liquid	1
393.15	42000.000	0.1241	Liquid	1
393.15	59700.000	0.1305	Liquid	1
393.15	79900.000	0.1369	Liquid	1
393.15	100800.000	0.1427	Liquid	1
413.15	98.000	0.1027	Liquid	1
413.15	21900.000	0.1123	Liquid	1
413.15	42000.000	0.1204	Liquid	1
413.15	59700.000	0.1270	Liquid	1
413.15	79900.000	0.1339	Liquid	1
413.15	100800.000	0.1397	Liquid	1
433.15	21900.000	0.1088	Liquid	1
433.15	42000.000	0.1169	Liquid	1
433.15	59700.000	0.1238	Liquid	1
433.15	79900.000	0.1307	Liquid	1
433.15	100800.000	0.1370	Liquid	1
453.15	21900.000	0.1056	Liquid	1
453.15	42000.000	0.1137	Liquid	1
453.15	59700.000	0.1210	Liquid	1
453.15	79900.000	0.1282	Liquid	1
453.15	100800.000	0.1348	Liquid	1
Number	Source
1	Rastorguev Yu.L.; Pugach V.V.: Untersuchung der Wärmeleitfähigkeit von aromatischen  Kohlenwasserstoffen bei hohem Druck. Izv.Vyssh.Uchebn.Zaved.Neft Gaz 13 (1970) 69-72
$$$Vapor Pressure
T [K]	P [kPa]	State	Reference
263.65	0.044	Solid-Gas	5
270.65	0.116	Solid-Gas	5
273.15	0.208	Vapor-Liquid	4
273.35	0.155	Solid-Gas	5
283.15	0.307	Solid-Gas	3
283.15	0.4146	Vapor-Liquid	4
293.15	0.7866	Vapor-Liquid	4
303.15	1.4265	Vapor-Liquid	4
313.15	2.453	Vapor-Liquid	4
323.15	4.093	Vapor-Liquid	4
333.15	6.573	Vapor-Liquid	4
343.15	10.226	Vapor-Liquid	4
353.15	15.452	Vapor-Liquid	4
411.25	101.325	Vapor-Liquid	1
420.00	126.500	Vapor-Liquid	2
440.00	205.200	Vapor-Liquid	2
460.00	317.100	Vapor-Liquid	2
480.00	470.900	Vapor-Liquid	2
500.00	675.800	Vapor-Liquid	2
520.00	941.900	Vapor-Liquid	2
540.00	1280.800	Vapor-Liquid	2
560.00	1705.700	Vapor-Liquid	2
580.00	2232.400	Vapor-Liquid	2
600.00	2880.400	Vapor-Liquid	2
Number	Source
1	Panchenkov G.M.; Maksareva T.S.; Erchenkov V.V.: Temperature Dependence of Diffusion Coefficients of Some Organic Liquids. Zh.Fiz.Khim. 32 (1958) 2787-2791
2	Ambrose D.; Broderick B.E.; Townsend R.: The vapour pressures above the normal boiling point and the critical pressures of some aromatic hydrocarbons. J.Chem.Soc.A  (1967) 633-641
3	Rintelen J.C.Jr.; Saylor J.H.; Gross P.M.: The Desities and Vapor Pressures of some Alkylbenzenes, Aliphatic Ketones and n-Amyl Chloride.. J.Am.Chem.Soc. 59 (1937) 1129-1130
4	Kassel L.S.: Vapor pressures of the Xylenes and Mesitylene. J.Am.Chem.Soc. 58 (1936) 670-671
5	Linder E.G.: Vapor Pressures of some Hydrocarbons. J.Phys.Chem. 35 (1931) 531-535
$$$Virial Coefficients
T [K]	Second Virial Coefficient [cm3/mol]	State	Reference
347.77	-2360.0000	Vapor	1
358.33	-2270.0000	Vapor	1
366.30	-2180.0000	Vapor	1
376.85	-2117.0000	Vapor	2
387.36	-1850.0000	Vapor	1
393.05	-1777.0000	Vapor	2
408.95	-1543.0000	Vapor	3
411.51	-1540.0000	Vapor	1
424.15	-1371.0000	Vapor	3
427.36	-1380.0000	Vapor	1
437.75	-1178.0000	Vapor	3
439.48	-1280.0000	Vapor	1
Number	Source
1	Hossenlopp I.A.; Scott D.W.: Vapor heat capacities and enthalpies of vaporization of four aromaticand/or cycloalkane hydrocarbons. J.Chem.Thermodyn. 13 (1981) 423-428
2	Andon R.L.J.; Cox J.D.; Herington E.F.G.; Martin J.F.: The Second Virial Coefficients of Pyridine and Benzene, and Certain of their Methyl Homologues. Trans.Faraday Soc. 53 (1957) 1074-1082
3	Cox J.D.; Andon R.J.L.: The Second Virial Coefficients of Pyridine and Benzene and some Methyl Homologues between 135 and 165° C. Trans.Faraday Soc. 54 (1958) 1622-1629
