Formula	Molar Mass	CAS Registry Number	Name
H2O	18.015	7732-18-5	Water
$$$Compressibility (isentropic)
T [K]	Compressibility (isentropic) [/kPa]	State	Reference
298.15	4.44600004812E-007	Liquid	1
Number	Source
1	Ramkumar D.H.S.; Kudchadker A.P.: 1. Densities of gamma-Butyrolactone + Water at 303.15 - 343.15 K and of Tetrahydrofuran + gamma-Butyrolactone at 278.15 - 298.15 K; Ultrasonic Velocities at 298.15 K for the Three Binary Systems Inclusive of Tetrahydrofurane + Water and the Ternary System Tetrahydrofuran + Water + gamma-Butyrolactone. J.Chem.Eng.Data 34 (1989) 459-463
$$$Compressibility (isothermal)
T [K]	P [kPa]	Compressibility (isothermal) [/kPa]	State	Reference
273.15	-152.59	Vapor	2
280.00	-153.41	Vapor	3
290.00	-154.58	Vapor	3
298.15	-155.56	Vapor	4
298.15	-155.49	Vapor	2
298.16	-155.54	Vapor	1
300.00	-155.77	Vapor	4
300.00	-155.75	Vapor	1
300.00	-155.70	Vapor	2
310.00	-156.79	Vapor	3
320.00	-157.85	Vapor	3
330.00	-158.87	Vapor	3
340.00	-159.86	Vapor	3
350.00	-160.88	Vapor	4
350.00	-160.83	Vapor	3
360.00	-161.76	Vapor	3
370.00	-162.68	Vapor	3
380.00	-163.57	Vapor	3
390.00	-164.43	Vapor	3
400.00	-165.32	Vapor	1
400.00	-165.28	Vapor	2
450.00	-169.25	Vapor	4
450.00	-169.21	Vapor	3
500.00	-172.80	Vapor	1
500.00	-172.78	Vapor	4
500.00	-172.75	Vapor	2
550.00	-175.99	Vapor	4
550.00	-175.97	Vapor	3
600.00	-178.96	Vapor	1
600.00	-178.93	Vapor	4
600.00	-178.92	Vapor	2
650.00	-181.65	Vapor	3
700.00	-184.23	Vapor	1
700.00	-184.19	Vapor	2
700.00	-184.18	Vapor	4
750.00	-186.57	Vapor	3
750.00	-186.55	Vapor	4
800.00	-188.85	Vapor	1
800.00	-188.81	Vapor	2
800.00	-188.79	Vapor	4
850.00	-190.93	Vapor	3
850.00	-190.90	Vapor	4
900.00	-193.00	Vapor	1
900.00	-192.95	Vapor	2
900.00	-192.91	Vapor	4
950.00	-194.86	Vapor	3
950.00	-194.82	Vapor	4
1000.00	-196.74	Vapor	1
1000.00	-196.70	Vapor	2
1000.00	-196.64	Vapor	4
1050.00	-198.45	Vapor	3
1050.00	-198.40	Vapor	4
1100.00	-200.20	Vapor	1
1100.00	-200.15	Vapor	2
1100.00	-200.08	Vapor	4
1150.00	-201.69	Vapor	4
1150.00	-200.14	Vapor	3
1200.00	-203.39	Vapor	1
1200.00	-203.34	Vapor	2
1200.00	-203.26	Vapor	4
1200.00	-201.77	Vapor	3
1250.00	-204.77	Vapor	4
1250.00	-203.34	Vapor	3
1300.00	-206.38	Vapor	1
1300.00	-206.32	Vapor	2
1300.00	-206.23	Vapor	4
1400.00	-209.19	Vapor	1
1400.00	-209.13	Vapor	2
1400.00	-209.12	Vapor	3
1400.00	-209.02	Vapor	4
1500.00	-211.84	Vapor	1
1500.00	-211.78	Vapor	2
1500.00	-211.77	Vapor	3
1500.00	-211.65	Vapor	4
1600.00	-214.29	Vapor	2
1600.00	-214.28	Vapor	3
1700.00	-216.69	Vapor	2
1700.00	-216.67	Vapor	3
1800.00	-218.98	Vapor	2
1800.00	-218.96	Vapor	3
1900.00	-221.17	Vapor	2
1900.00	-221.15	Vapor	3
2000.00	-223.28	Vapor	2
2000.00	-223.26	Vapor	3
2100.00	-225.28	Vapor	3
2200.00	-227.26	Vapor	2
2200.00	-227.24	Vapor	3
2300.00	-229.13	Vapor	3
2400.00	-230.98	Vapor	2
2400.00	-230.95	Vapor	3
2500.00	-232.72	Vapor	3
2600.00	-234.48	Vapor	2
2600.00	-234.44	Vapor	3
2700.00	-236.10	Vapor	3
2800.00	-237.77	Vapor	2
2800.00	-237.72	Vapor	3
2900.00	-239.30	Vapor	3
3000.00	-240.89	Vapor	2
3000.00	-240.83	Vapor	3
3200.00	-243.85	Vapor	2
3200.00	-243.78	Vapor	3
3400.00	-246.68	Vapor	2
3400.00	-246.60	Vapor	3
3600.00	-249.38	Vapor	2
3600.00	-249.28	Vapor	3
3800.00	-251.96	Vapor	2
3800.00	-251.85	Vapor	3
4000.00	-254.44	Vapor	2
4000.00	-254.31	Vapor	3
4200.00	-256.83	Vapor	2
4200.00	-256.68	Vapor	3
4400.00	-259.12	Vapor	2
4400.00	-258.96	Vapor	3
4600.00	-261.34	Vapor	2
4600.00	-261.16	Vapor	3
4800.00	-263.48	Vapor	2
4800.00	-263.28	Vapor	3
5000.00	-265.55	Vapor	2
5000.00	-265.33	Vapor	3
5200.00	-267.55	Vapor	2
5400.00	-269.50	Vapor	2
5600.00	-271.39	Vapor	2
5800.00	-273.22	Vapor	2
6000.00	-275.00	Vapor	2
Number	Source
1	Brickwedde F.G.; Moskow M.; Aston J.G.: Equilibrium Constants of some Reactions Involved in the Production Of1,3-Butadiene.. J.Res. NBS 37 (1946) 263-279
2	McBride B.J.; Gordon S.: Thermodynamic functions of several triatomic molecules in the ideal gas state.. J.Chem.Phys. 35 (1961) 2198-2206
3	Friedman A.S.; Haar L.: High-speed machine computation of ideal gas thermodynamic functions.I. Isotopic water molecules.. J.Chem.Phys. 22 (1954) 2051-2058
4	Gordon A.R.: Calculation of thermodynamic quantities from spectroscopic data for polyatomic molecules; the free energy, entropy and heat capacity of steam.. J.Chem.Phys. 2 (1934) 65-72
$$$Heat of Fusion
T [K]	P [kPa]	Molar Enthalpy [J/mol]	State	Reference
272.85		6040.88	Solid-Liquid	6
273.10		6005.00	Solid-Liquid	5
273.10	100.000	6012.00	Solid-Liquid	4
273.15	101.325	5990.00	Solid-Liquid	3
273.15	101.325	6030.00	Solid-Liquid	1
273.20	101.325	6021.00	Solid-Liquid	2
Number	Source
1	Breuer K.-H.; Eysel W.: The Calorimetric Calibration of Differential Scanning Calorimetry Cells. Thermochim.Acta 57 (1982) 317-329
2	Handa Y.P.; Hawkins R.E.; Murray J.J.: Calibration and testing of a Tian-Calvet heat-flow calorimeter. Enthalpies of fusion and heat capacities for ice and tetrahydrofuran hydrate in the range 85 to 270 K.. J.Chem.Thermodyn. 16 (1984) 623-632
3	Maass O.; Waldbauer L.J.: The specific heats and latent heats of fusion of ice and several organic compounds.. J.Am.Chem.Soc. 47 (1925) 1-9
4	Giauque W.F.; Stout J.W.: The entropy of Water and the Third Law of Thermodynamics: The Heat Capacity of Ice from 15 to 273°K. J.Am.Chem.Soc. 58 (1936) 1144-1151
5	Nan Z.-D.; Tan Z.-C.: Thermodynamic investigation of the azeotropic mixture composed of water and benzene. Chin.J.Chem. 22 (2004) 4-8
6	Gupta A.; Lachance J.; Sloan Jr. E.D.; Koh C.A.: Measurements of Methane Hydrate Heat of Dissociation using High Pressure Differential Scanning Calorimetry. Chem.Eng.Sci. 63 (2008) 5848-5853
$$$Heat of Transition
T [K]	Molar Enthalpy [J/mol]	State	Reference
	-160.90	Solid-Solid	1
Number	Source
1	Sugisaki M.; Suga H.; Seki S.: IV. Heat Capacities of Glassy Water and Cubic Ice. Bull.Chem.Soc.Japan 41 (1968) 2591-2599
$$$Heat of Vaporization
T [K]	Molar Enthalpy [J/mol]	State	Reference
298.15	43850.00	Vapor-Liquid	4
298.15	43860.00	Vapor-Liquid	4
298.15	43900.00	Vapor-Liquid	4
298.15	43930.00	Vapor-Liquid	4
298.15	43950.00	Vapor-Liquid	4
298.15	44000.00	Vapor-Liquid	1
373.10	40700.00	Vapor-Liquid	2
373.15	40599.50	Vapor-Liquid	5
373.20	41110.00	Vapor-Liquid	3
Number	Source
1	Dionisio M.S.; Moura Ramos J.J.; Goncalves R.M.: The enthalpy and entropy of cavity formation in liquids and Corresponding States Principle. Can.J.Chem. 68 (1990) 1937-1949
2	Matyushov D.V.; Schmid R.: Properties of Liquids at the Boiling Point: Equation of State, Internal Pressure and Vaporization Entropy. Int.J.Phys.Chem.Ber.Bunsen-Ges. 98 (1994) 1590-1595
3	Sladkov I.B.: Critical Parameters of Strong Polar Inorganic Compounds. Zh.Prikl.Khim. 68 (1995) 534-541
4	An X.; Hu H.: Enthalpies of Vaporization of some Multichloro-Alkanes. Wuli-Huaxue-Xuebao 5 (1989) 565-571
5	Svoboda V.; Hynek V.; Vesely F.; Pick J.: Calorimeter for determination of heats of vaporization of pure substances.. Collect.Czech.Chem.Commun. 37 (1972) 3165-3173
$$$Ideal Gas Heat Capacity
T [K]	Ideal Gas Heat Capacity [J/(mol*K)]	State	Reference
50.00	33.316	Ideal Gas	3
60.00	33.31	Ideal Gas	3
70.00	33.305	Ideal Gas	3
80.00	33.304	Ideal Gas	3
90.00	33.30	Ideal Gas	3
100.00	33.304	Ideal Gas	2
110.00	33.306	Ideal Gas	3
120.00	33.31	Ideal Gas	3
130.00	33.31	Ideal Gas	3
140.00	33.31	Ideal Gas	3
150.00	33.315	Ideal Gas	3
160.00	33.32	Ideal Gas	3
170.00	33.32	Ideal Gas	3
180.00	33.31	Ideal Gas	3
190.00	33.33	Ideal Gas	3
200.00	33.34	Ideal Gas	2
210.00	33.35	Ideal Gas	3
220.00	33.36	Ideal Gas	3
230.00	33.376	Ideal Gas	3
240.00	33.394	Ideal Gas	3
250.00	33.415	Ideal Gas	3
260.00	33.44	Ideal Gas	3
270.00	33.47	Ideal Gas	3
273.15	33.48	Ideal Gas	2
280.00	33.50	Ideal Gas	3
290.00	33.54	Ideal Gas	3
298.15	33.47	Ideal Gas	4
298.15	33.576	Ideal Gas	2
298.16	33.59	Ideal Gas	1
300.00	33.48	Ideal Gas	4
300.00	33.584	Ideal Gas	2
300.00	33.635	Ideal Gas	1
310.00	33.63	Ideal Gas	3
320.00	33.68	Ideal Gas	3
330.00	33.74	Ideal Gas	3
340.00	33.80	Ideal Gas	3
350.00	33.75	Ideal Gas	4
350.00	33.865	Ideal Gas	3
360.00	33.934	Ideal Gas	3
370.00	34.01	Ideal Gas	3
380.00	34.084	Ideal Gas	3
390.00	34.164	Ideal Gas	3
400.00	34.12	Ideal Gas	4
400.00	34.25	Ideal Gas	2
400.00	34.27	Ideal Gas	1
400.00	34.56	Ideal Gas	5
450.00	34.56	Ideal Gas	4
450.00	34.70	Ideal Gas	3
500.00	35.06	Ideal Gas	4
500.00	35.206	Ideal Gas	3
500.00	35.21	Ideal Gas	2
500.00	35.23	Ideal Gas	1
500.00	35.355	Ideal Gas	5
550.00	35.58	Ideal Gas	4
550.00	35.74	Ideal Gas	3
600.00	36.13	Ideal Gas	4
600.00	36.30	Ideal Gas	3
600.00	36.306	Ideal Gas	2
600.00	36.32	Ideal Gas	5
600.00	36.34	Ideal Gas	1
650.00	36.70	Ideal Gas	4
650.00	36.87	Ideal Gas	3
700.00	37.28	Ideal Gas	4
700.00	37.36	Ideal Gas	5
700.00	37.46	Ideal Gas	3
700.00	37.47	Ideal Gas	2
700.00	37.52	Ideal Gas	1
750.00	37.88	Ideal Gas	4
750.00	38.065	Ideal Gas	3
800.00	38.45	Ideal Gas	5
800.00	38.49	Ideal Gas	4
800.00	38.68	Ideal Gas	3
800.00	38.70	Ideal Gas	2
800.00	38.76	Ideal Gas	1
850.00	39.11	Ideal Gas	4
850.00	39.31	Ideal Gas	3
900.00	39.58	Ideal Gas	5
900.00	39.735	Ideal Gas	4
900.00	39.94	Ideal Gas	3
900.00	39.96	Ideal Gas	2
900.00	40.04	Ideal Gas	1
950.00	40.37	Ideal Gas	4
950.00	40.575	Ideal Gas	3
1000.00	40.75	Ideal Gas	5
1000.00	41.00	Ideal Gas	4
1000.00	41.21	Ideal Gas	3
1000.00	41.24	Ideal Gas	2
1000.00	41.34	Ideal Gas	1
1050.00	41.62	Ideal Gas	4
1050.00	41.84	Ideal Gas	3
1100.00	41.92	Ideal Gas	5
1100.00	42.24	Ideal Gas	4
1100.00	42.51	Ideal Gas	2
1100.00	42.61	Ideal Gas	1
1150.00	42.47	Ideal Gas	3
1150.00	42.84	Ideal Gas	4
1200.00	43.05	Ideal Gas	5
1200.00	43.09	Ideal Gas	3
1200.00	43.44	Ideal Gas	4
1200.00	43.74	Ideal Gas	2
1200.00	43.85	Ideal Gas	1
1250.00	43.69	Ideal Gas	3
1250.00	44.02	Ideal Gas	4
1300.00	44.03	Ideal Gas	3
1300.00	44.585	Ideal Gas	4
1300.00	44.93	Ideal Gas	2
1300.00	45.03	Ideal Gas	1
1400.00	45.66	Ideal Gas	4
1400.00	45.965	Ideal Gas	3
1400.00	46.04	Ideal Gas	2
1400.00	46.15	Ideal Gas	1
1500.00	46.66	Ideal Gas	4
1500.00	47.00	Ideal Gas	3
1500.00	47.09	Ideal Gas	2
1500.00	47.19	Ideal Gas	1
1600.00	47.95	Ideal Gas	3
1600.00	48.07	Ideal Gas	2
1700.00	48.84	Ideal Gas	3
1700.00	48.97	Ideal Gas	2
1800.00	49.655	Ideal Gas	3
1800.00	49.81	Ideal Gas	2
1900.00	50.41	Ideal Gas	3
1900.00	50.59	Ideal Gas	2
2000.00	51.10	Ideal Gas	3
2000.00	51.31	Ideal Gas	2
2100.00	51.73	Ideal Gas	3
2200.00	52.32	Ideal Gas	3
2200.00	52.58	Ideal Gas	2
2300.00	52.86	Ideal Gas	3
2400.00	53.35	Ideal Gas	3
2400.00	53.69	Ideal Gas	2
2500.00	53.81	Ideal Gas	3
2600.00	54.24	Ideal Gas	3
2600.00	54.64	Ideal Gas	2
2700.00	54.63	Ideal Gas	3
2800.00	55.00	Ideal Gas	3
2800.00	55.48	Ideal Gas	2
2900.00	55.34	Ideal Gas	3
3000.00	55.66	Ideal Gas	3
3000.00	56.23	Ideal Gas	2
3200.00	56.23	Ideal Gas	3
3200.00	56.89	Ideal Gas	2
3400.00	56.74	Ideal Gas	3
3400.00	57.50	Ideal Gas	2
3600.00	57.19	Ideal Gas	3
3600.00	58.06	Ideal Gas	2
3800.00	57.59	Ideal Gas	3
3800.00	58.57	Ideal Gas	2
4000.00	57.94	Ideal Gas	3
4000.00	59.05	Ideal Gas	2
4200.00	58.27	Ideal Gas	3
4200.00	59.51	Ideal Gas	2
4400.00	58.56	Ideal Gas	3
4400.00	59.94	Ideal Gas	2
4600.00	58.83	Ideal Gas	3
4600.00	60.35	Ideal Gas	2
4800.00	59.07	Ideal Gas	3
4800.00	60.75	Ideal Gas	2
5000.00	59.30	Ideal Gas	3
5000.00	61.14	Ideal Gas	2
5200.00	61.52	Ideal Gas	2
5400.00	61.89	Ideal Gas	2
5600.00	62.25	Ideal Gas	2
5800.00	62.61	Ideal Gas	2
6000.00	62.97	Ideal Gas	2
Number	Source
1	Brickwedde F.G.; Moskow M.; Aston J.G.: Equilibrium Constants of some Reactions Involved in the Production Of1,3-Butadiene.. J.Res. NBS 37 (1946) 263-279
2	McBride B.J.; Gordon S.: Thermodynamic functions of several triatomic molecules in the ideal gas state.. J.Chem.Phys. 35 (1961) 2198-2206
3	Friedman A.S.; Haar L.: High-speed machine computation of ideal gas thermodynamic functions.I. Isotopic water molecules.. J.Chem.Phys. 22 (1954) 2051-2058
4	Gordon A.R.: Calculation of thermodynamic quantities from spectroscopic data for polyatomic molecules; the free energy, entropy and heat capacity of steam.. J.Chem.Phys. 2 (1934) 65-72
5	Gordon A.R.; Barnes C.: The entropy of steam, and the water-gas reaction.. J.Phys.Chem. 36 (1932) 1143-1151
$$$Kinematic Viscosity
T [K]	P [kPa]	Kinematic Viscosity [m2/s]	State	Reference
646.85	22100.000	1.17399999056E-07	Liquid	1
647.03	22100.000	1.19399999221E-07	Liquid	1
647.09	22100.000	1.21300004707E-07	Liquid	1
647.12	22100.000	1.26200006889E-07	Liquid	1
647.15	22100.000	1.34600000479E-07	Liquid	1
647.15	22100.000	1.34700002263E-07	Liquid	1
647.15	22200.000	1.18100004443E-07	Liquid	1
647.15	22300.000	1.16400002526E-07	Liquid	1
647.18	22100.000	1.34200007551E-07	Liquid	1
Number	Source
1	Rivkin S.L.; Levin A.Ya.; Izrailevskii L.B.: Experimentelle Untersuchung der Viskosität von Wasser nahe am  kritischen Punkt. Teplofiz.Svoistva Vesh.Mater.  (1976) 232-241
$$$Melting Point
T [K]	P [kPa]	State	Reference
273.00	101.325	Solid-Liquid	3
273.15		Solid-Liquid	5
273.15	0.6117	Solid-Liquid	2
273.20		Solid-Liquid	1
366.15	2240000.000	Crystal 7 > Liquid	4
426.15	3120000.000	Crystal 7 > Liquid	4
490.15	4280000.000	Crystal 7 > Liquid	4
509.15	4870000.000	Crystal 7 > Liquid	4
536.15	5520000.000	Crystal 7 > Liquid	4
558.65	6230000.000	Crystal 7 > Liquid	4
574.15	7030000.000	Crystal 7 > Liquid	4
584.65	7580000.000	Crystal 7 > Liquid	4
597.65	8520000.000	Crystal 7 > Liquid	4
612.15	9510000.000	Crystal 7 > Liquid	4
621.15	10520000.000	Crystal 7 > Liquid	4
635.15	11520000.000	Crystal 7 > Liquid	4
644.65	12500000.000	Crystal 7 > Liquid	4
659.65	13980000.000	Crystal 7 > Liquid	4
676.15	16020000.000	Crystal 7 > Liquid	4
693.15	17970000.000	Crystal 7 > Liquid	4
715.65	19910000.000	Crystal 7 > Liquid	4
Number	Source
1	Sladkov I.B.: Critical Parameters of Strong Polar Inorganic Compounds. Zh.Prikl.Khim. 68 (1995) 534-541
2	Saul A.; Wagner W.: International Equations for the Saturation Properties of Ordinary Water Substance. J.Phys.Chem.Ref.Data 16 (1987) 893-901
3	McMillan J.A.; Los S.C.: 1,1-Dimethylhydrazine-Water Solid-Liquid System. J.Phys.Chem. 71 (1967) 2132-2137
4	Pistorius C.W.F.T.; Pistorius M.C.; Blakey J.P.; Admiral L.J.: Melting Curve of Ice VII to 200 kbar. J.Chem.Phys. 38 (1963) 600-602
5	Zhang Y.; He Q.: Solid-Liquid Equilibrium Determination for Binary Systems Containing Butynediol and Water. Shiyou-huagong 20 (1991) 176-179
6	Pushin N.A.; Glagoleva A.A.: Methyl Alcohol, Pinacone, Glycerol, and Erythritol. J.Chem.Soc.London 121 (1922) 2813-2822
$$$Molar Heat Capacity (cP)
T [K]	P [kPa]	Molar Heat Capacity (cP) [J/(mol*K)]	State	Reference
271.56	49033.000	72.79	Liquid	1
272.21	88260.000	71.09	Liquid	1
272.25	68647.000	71.83	Liquid	1
272.71	68647.000	71.84	Liquid	1
272.75	88260.000	71.10	Liquid	1
272.90	49033.000	72.82	Liquid	1
273.00	49033.000	72.77	Liquid	1
273.22	29420.000	74.05	Liquid	1
273.22	68647.000	71.91	Liquid	1
273.22	88260.000	71.11	Liquid	1
273.24	49033.000	72.79	Liquid	1
273.26	29420.000	73.99	Liquid	1
273.29	68647.000	71.83	Liquid	1
273.30	49033.000	72.71	Liquid	1
273.34	49033.000	72.92	Liquid	1
273.35	49033.000	72.79	Liquid	1
273.36	68647.000	71.79	Liquid	1
276.27	29420.000	73.85	Liquid	1
276.33	49033.000	72.76	Liquid	1
276.33	68647.000	71.97	Liquid	1
276.36	88260.000	71.22	Liquid	1
277.26	88260.000	71.19	Liquid	1
277.28	49033.000	72.86	Liquid	1
277.29	68647.000	71.87	Liquid	1
277.36	29420.000	73.86	Liquid	1
277.47	39227.000	73.29	Liquid	1
277.47	39227.000	73.30	Liquid	1
277.48	39227.000	73.28	Liquid	1
277.52	29420.000	73.83	Liquid	1
277.61	29420.000	73.73	Liquid	1
277.67	49033.000	72.73	Liquid	1
277.76	19613.000	74.44	Liquid	1
278.83	49033.000	72.86	Liquid	1
280.23	49033.000	72.87	Liquid	1
285.68	49033.000	72.89	Liquid	1
285.69	49033.000	72.89	Liquid	1
288.33	68647.000	72.23	Liquid	1
288.33	88260.000	71.63	Liquid	1
300.68	49033.000	73.11	Liquid	1
305.52	49033.000	73.22	Liquid	1
305.52	49033.000	73.25	Liquid	1
305.64	68647.000	72.60	Liquid	1
305.66	68647.000	72.63	Liquid	1
305.67	88260.000	72.09	Liquid	1
Number	Source
1	Sirota A.M.; Grishkov A.Ya.; Tomishko A.G.: Experimentelle Untersuchung der Wärmekapazität von  Wasser bei der Schmelzkurve. Teploenergetika  (1970) 60-64
$$$Molar Heat Capacity (cV)
T [K]	Molar Heat Capacity (Cv) [J/(mol*K)]	State	Reference
529.26	45.99	Vapor	1
529.45	45.46	Vapor	1
529.64	44.96	Vapor	1
529.82	45.00	Vapor	1
530.95	44.78	Vapor	1
532.82	44.15	Vapor	1
534.69	43.915	Vapor	1
536.23	46.38	Vapor	1
536.68	46.005	Vapor	1
538.41	42.89	Vapor	1
542.15	43.97	Vapor	1
543.15	43.59	Vapor	1
543.93	48.42	Vapor	1
544.11	47.45	Vapor	1
545.75	46.65	Vapor	1
547.56	41.48	Vapor	1
547.56	45.68	Vapor	1
549.37	45.12	Vapor	1
550.45	42.22	Vapor	1
551.17	42.08	Vapor	1
552.96	40.87	Vapor	1
553.68	49.95	Vapor	1
553.85	49.46	Vapor	1
554.74	40.60	Vapor	1
554.74	44.42	Vapor	1
556.52	47.59	Vapor	1
557.41	47.37	Vapor	1
558.29	43.99	Vapor	1
562.46	41.66	Vapor	1
562.68	45.50	Vapor	1
563.15	41.16	Vapor	1
563.50	41.16	Vapor	1
563.56	43.37	Vapor	1
563.56	45.23	Vapor	1
563.56	51.30	Vapor	1
563.70	50.92	Vapor	1
565.31	42.71	Vapor	1
565.31	45.12	Vapor	1
566.18	50.01	Vapor	1
567.05	42.04	Vapor	1
567.05	44.185	Vapor	1
567.05	50.17	Vapor	1
571.90	49.03	Vapor	1
572.26	41.54	Vapor	1
572.26	47.88	Vapor	1
573.15	40.53	Vapor	1
573.99	38.96	Vapor	1
573.99	41.63	Vapor	1
575.02	40.08	Vapor	1
575.02	43.30	Vapor	1
575.36	39.95	Vapor	1
575.36	42.89	Vapor	1
575.36	47.70	Vapor	1
575.71	38.815	Vapor	1
575.71	40.98	Vapor	1
576.05	47.21	Vapor	1
577.43	38.62	Vapor	1
577.43	42.725	Vapor	1
577.70	54.83	Vapor	1
578.15	42.98	Vapor	1
579.14	53.70	Vapor	1
581.70	51.79	Vapor	1
582.55	46.58	Vapor	1
582.55	51.43	Vapor	1
583.15	46.17	Vapor	1
583.40	39.446	Vapor	1
588.15	39.175	Vapor	1
588.15	41.84	Vapor	1
589.31	40.31	Vapor	1
589.31	49.46	Vapor	1
590.99	44.40	Vapor	1
590.99	48.89	Vapor	1
592.66	44.69	Vapor	1
593.15	38.635	Vapor	1
594.33	41.68	Vapor	1
596.00	37.25	Vapor	1
596.00	39.536	Vapor	1
596.83	38.51	Vapor	1
596.83	44.24	Vapor	1
597.66	36.96	Vapor	1
597.66	38.33	Vapor	1
597.66	40.47	Vapor	1
597.66	47.48	Vapor	1
598.15	47.75	Vapor	1
599.32	38.94	Vapor	1
600.97	38.06	Vapor	1
600.97	40.455	Vapor	1
603.15	40.33	Vapor	1
604.26	38.635	Vapor	1
605.90	38.80	Vapor	1
607.53	46.69	Vapor	1
608.15	46.55	Vapor	1
609.16	36.15	Vapor	1
609.16	46.94	Vapor	1
610.79	36.31	Vapor	1
612.41	45.86	Vapor	1
613.15	37.25	Vapor	1
613.15	45.63	Vapor	1
613.22	39.43	Vapor	1
613.26	42.11	Vapor	1
613.87	39.19	Vapor	1
614.10	40.89	Vapor	1
615.64	38.20	Vapor	1
617.25	37.88	Vapor	1
620.45	44.455	Vapor	1
622.05	35.28	Vapor	1
622.05	44.33	Vapor	1
625.23	37.734	Vapor	1
628.15	41.05	Vapor	1
628.56	41.21	Vapor	1
631.56	42.62	Vapor	1
633.13	42.185	Vapor	1
633.15	35.88	Vapor	1
633.15	38.365	Vapor	1
634.70	42.08	Vapor	1
636.26	42.185	Vapor	1
637.82	37.25	Vapor	1
639.38	36.85	Vapor	1
642.48	34.65	Vapor	1
642.48	35.75	Vapor	1
642.48	36.995	Vapor	1
642.48	40.094	Vapor	1
643.15	39.93	Vapor	1
644.03	34.544	Vapor	1
644.03	36.454	Vapor	1
645.57	42.08	Vapor	1
646.80	33.43	Vapor	1
647.11	36.24	Vapor	1
647.11	41.57	Vapor	1
648.65	34.87	Vapor	1
650.18	34.256	Vapor	1
651.71	36.11	Vapor	1
651.71	41.25	Vapor	1
653.23	38.74	Vapor	1
653.23	40.96	Vapor	1
654.75	35.734	Vapor	1
654.75	39.19	Vapor	1
663.80	34.74	Vapor	1
665.30	34.51	Vapor	1
666.80	34.85	Vapor	1
666.80	35.535	Vapor	1
666.80	36.65	Vapor	1
668.30	33.86	Vapor	1
668.30	34.69	Vapor	1
668.30	36.274	Vapor	1
670.55	34.454	Vapor	1
671.30	34.33	Vapor	1
671.30	37.986	Vapor	1
671.30	40.49	Vapor	1
672.80	38.11	Vapor	1
672.80	40.275	Vapor	1
673.15	33.733	Vapor	1
673.15	36.33	Vapor	1
683.15	34.89	Vapor	1
683.15	39.734	Vapor	1
683.80	40.02	Vapor	1
686.30	37.25	Vapor	1
687.80	37.10	Vapor	1
688.38	33.986	Vapor	1
691.90	33.30	Vapor	1
691.90	33.77	Vapor	1
693.15	35.535	Vapor	1
694.47	35.39	Vapor	1
698.15	38.42	Vapor	1
699.80	38.69	Vapor	1
701.30	36.49	Vapor	1
702.80	36.346	Vapor	1
713.15	33.97	Vapor	1
716.30	33.46	Vapor	1
719.30	33.23	Vapor	1
719.30	33.57	Vapor	1
723.15	34.51	Vapor	1
723.15	35.46	Vapor	1
723.15	37.55	Vapor	1
725.30	37.14	Vapor	1
728.30	34.42	Vapor	1
728.30	35.43	Vapor	1
729.80	36.83	Vapor	1
732.80	36.53	Vapor	1
734.30	33.16	Vapor	1
734.30	33.52	Vapor	1
734.30	33.68	Vapor	1
750.05	33.10	Vapor	1
753.15	34.20	Vapor	1
753.15	36.02	Vapor	1
753.80	32.94	Vapor	1
753.80	33.39	Vapor	1
753.80	34.98	Vapor	1
753.80	35.77	Vapor	1
754.55	33.07	Vapor	1
756.27	33.86	Vapor	1
756.30	34.87	Vapor	1
756.42	33.896	Vapor	1
757.80	33.914	Vapor	1
757.80	34.92	Vapor	1
773.15	34.85	Vapor	1
777.30	32.94	Vapor	1
777.30	33.28	Vapor	1
777.30	34.616	Vapor	1
778.80	33.86	Vapor	1
783.15	33.79	Vapor	1
787.80	33.57	Vapor	1
793.15	33.01	Vapor	1
793.15	33.19	Vapor	1
795.30	33.10	Vapor	1
796.80	32.977	Vapor	1
796.80	34.346	Vapor	1
798.15	33.88	Vapor	1
798.30	35.085	Vapor	1
801.30	34.80	Vapor	1
803.15	32.886	Vapor	1
803.15	32.92	Vapor	1
803.15	34.24	Vapor	1
813.15	32.814	Vapor	1
817.80	33.46	Vapor	1
818.15	33.39	Vapor	1
819.30	34.67	Vapor	1
823.15	32.724	Vapor	1
823.15	33.39	Vapor	1
823.15	33.70	Vapor	1
823.15	34.815	Vapor	1
833.15	32.724	Vapor	1
833.15	33.085	Vapor	1
833.15	33.61	Vapor	1
843.15	34.166	Vapor	1
845.30	32.886	Vapor	1
845.30	33.16	Vapor	1
845.30	33.23	Vapor	1
845.30	33.50	Vapor	1
846.80	33.01	Vapor	1
846.80	34.04	Vapor	1
848.30	34.47	Vapor	1
852.80	34.69	Vapor	1
853.15	32.92	Vapor	1
864.80	32.92	Vapor	1
866.30	32.96	Vapor	1
866.30	33.05	Vapor	1
866.80	32.886	Vapor	1
868.80	33.16	Vapor	1
869.30	34.47	Vapor	1
870.80	33.355	Vapor	1
870.80	34.04	Vapor	1
872.30	32.83	Vapor	1
872.30	33.32	Vapor	1
873.15	32.96	Vapor	1
873.15	33.896	Vapor	1
873.15	34.346	Vapor	1
Number	Source
1	Kerimov A.M.; Alieva M.K.: Untersuchung der Wärmekapazität von Wasserdampf. Teploenergetika  (1975) 58-60
$$$Molar Polarization
T [K]	Molar Polarization [ccm/mol]	State	Reference
303.15	17.410	Liquid	1
