Formula	Molar Mass	CAS Registry Number	Name	
N2	28.013	7727-37-9	Nitrogen	
$$$Compressibility Factor (isothermal)	
T [K]	P [kPa]	Compressibility Factor (isothermal) [-]	State	Reference	
485.65	22291.500	0.00000	Vapor	1	
508.15	18238.500	0.00000	Vapor	1	
523.15	101.325	0.31582	Vapor	1	
523.15	2026.500	0.24673	Vapor	1	
523.15	3394.390	0.22206	Vapor	1	
523.15	6079.500	0.15791	Vapor	1	
523.15	10132.500	0.07402	Vapor	1	
523.15	14185.500	0.014804	Vapor	1	
523.15	18238.500	-0.02961	Vapor	1	
523.15	20265.000	-0.04935	Vapor	1	
529.65	14185.500	0.00000	Vapor	1	
550.35	10132.500	0.00000	Vapor	1	
572.75	6079.500	0.00000	Vapor	1	
573.15	101.325	0.13323	Vapor	1	
573.15	2026.500	0.09376	Vapor	1	
573.15	3394.390	0.04935	Vapor	1	
573.15	6079.500	-0.00987	Vapor	1	
573.15	10132.500	-0.06908	Vapor	1	
573.15	14185.500	-0.11843	Vapor	1	
573.15	18238.500	-0.14804	Vapor	1	
573.15	20265.000	-0.15791	Vapor	1	
603.15	2026.500	0.00000	Vapor	1	
621.15	101.325	0.00000	Vapor	1	
Number	Source	
1	Roebuck J.R.; Osterberg H.: The Joule-Thomson Effect in Nitrogen. Phys.Rev. 48 (1935) 450-457	
$$$Kinematic Viscosity	
T [K]	P [kPa]	Kinematic Viscosity [m2/s]	State	Reference	
90.15	3495.710	1.29000000015E-07	Liquid	1	
90.15	3738.890	1.23999996049E-07	Liquid	1	
90.15	5360.090	1.43999997704E-07	Liquid	1	
90.15	5836.320	1.33999989771E-07	Liquid	1	
90.15	7619.640	1.33999989771E-07	Liquid	1	
90.15	8947.000	1.59999999028E-07	Liquid	1	
90.15	14013.200	1.45999990764E-07	Liquid	1	
90.15	14357.800	1.4900000167E-07	Liquid	1	
90.15	14479.300	1.38999993737E-07	Liquid	1	
90.15	15117.700	1.62999995723E-07	Liquid	1	
133.15	7123.150	6.69999948855E-08	Vapor	1	
133.15	8480.900	6.38000017261E-08	Vapor	1	
133.15	13445.800	7.1800002388E-08	Vapor	1	
153.15	4711.610	9.13000022251E-08	Vapor	1	
153.15	10081.800	6.14000015275E-08	Vapor	1	
153.15	11429.500	6.07999979252E-08	Vapor	1	
153.15	14124.700	6.42000017592E-08	Vapor	1	
173.15	5633.670	1.06999998195E-07	Vapor	1	
173.15	9453.620	7.07999987526E-08	Vapor	1	
173.15	10497.300	6.59000036762E-08	Vapor	1	
173.15	14084.200	5.58000010642E-08	Vapor	1	
173.15	14215.900	6.3400001693E-08	Vapor	1	
223.15	12929.101	8.96000003081E-08	Vapor	1	
223.15	14033.500	7.74999975306E-08	Vapor	1	
223.15	14307.101	8.33000015632E-08	Vapor	1	
273.15	7994.540	1.85999994073E-07	Vapor	1	
273.15	14114.601	1.12999998692E-07	Vapor	1	
Number	Source	
1	Filippova G.P.; Ishkin I.P.: The Viscosity of Air, Nitrogen and Argon at Low Temperatures and Pressures to 150 Atm. Inzh.Fiz.Zh. 4 (1961) 105-109	
$$$Melting Point	
T [K]	P [kPa]	State	Reference	
63.10		Solid-Liquid	2	
63.14		Solid-Liquid	1	
63.30		Solid-Liquid	3	
Number	Source	
1	Giauque W.F.; Clayton J.O.: The heat capacity and entropy of nitrogen. Heat of vaporization. Vapor pressures of solid and liquid. The reaction 1/2 N2 + 1/2 O2 = NO from spectroscopic data.. J.Am.Chem.Soc. 55 (1933) 4875-4889	
2	Omar M.H.; Dokoupil Z.; Schroten H.G.M.: Determination of the Solid-Liquid Equilibrium Diagram for the Nitrogen-Methane System. Physica (Amsterdam) 28 (1962) 309-329	
3	Moran D.W.: Low Temperature Equilibria in Binary Systems, Including the Solid Phases. Thesis  (1959)	
4	Din F.; Goldman K.; Monroe A.G.: The Solid-Liquid Equilibria of the Systems Argon-Nitrogen and Argon-Oxygen. IXth International Congress of Refrigeration 9 (1955) 1003-1010	
5	Ruhemann M.; Lichter A.; Komarow P.: II. Das Schmelzdiagramm Sauerstoff-Stickstoff und das Zustandsdiagramm Stickstoff-Kohlenoxyd. Phys.Z.Sowjetunion 8 (1935) 326-336	
6	Fedorova M.F.: . Zh.Eksp.Teor.Fiz. 8 (1938) 425-435	
$$$Molar Heat Capacity (cP)	
T [K]	P [kPa]	Molar Heat Capacity (cP) [J/(mol*K)]	State	Reference	
173.15	200000.000	40.97	Vapor	1	
173.15	250000.000	40.57	Vapor	1	
173.15	300000.000	40.26	Vapor	1	
173.15	350000.000	40.00	Vapor	1	
173.15	400000.000	39.76	Vapor	1	
173.15	450000.000	39.54	Vapor	1	
173.15	500000.000	39.33	Vapor	1	
173.15	550000.000	39.13	Vapor	1	
173.15	600000.000	38.92	Vapor	1	
173.15	650000.000	38.72	Vapor	1	
198.15	200000.000	40.48	Vapor	1	
198.15	250000.000	40.12	Vapor	1	
198.15	300000.000	39.84	Vapor	1	
198.15	350000.000	39.62	Vapor	1	
198.15	400000.000	39.42	Vapor	1	
198.15	450000.000	39.23	Vapor	1	
198.15	500000.000	39.06	Vapor	1	
198.15	550000.000	38.89	Vapor	1	
198.15	600000.000	38.72	Vapor	1	
198.15	650000.000	38.55	Vapor	1	
198.15	700000.000	38.37	Vapor	1	
223.15	200000.000	40.16	Vapor	1	
223.15	250000.000	39.89	Vapor	1	
223.15	300000.000	39.69	Vapor	1	
223.15	350000.000	39.52	Vapor	1	
223.15	400000.000	39.36	Vapor	1	
223.15	450000.000	39.21	Vapor	1	
223.15	500000.000	39.07	Vapor	1	
223.15	550000.000	38.93	Vapor	1	
223.15	600000.000	38.80	Vapor	1	
223.15	650000.000	38.66	Vapor	1	
223.15	700000.000	38.52	Vapor	1	
223.15	750000.000	38.38	Vapor	1	
248.15	200000.000	39.80	Vapor	1	
248.15	250000.000	39.74	Vapor	1	
248.15	300000.000	39.68	Vapor	1	
248.15	350000.000	39.63	Vapor	1	
248.15	400000.000	39.56	Vapor	1	
248.15	450000.000	39.50	Vapor	1	
248.15	500000.000	39.43	Vapor	1	
248.15	550000.000	39.35	Vapor	1	
248.15	600000.000	39.27	Vapor	1	
248.15	650000.000	39.18	Vapor	1	
248.15	700000.000	39.08	Vapor	1	
248.15	750000.000	38.97	Vapor	1	
248.15	800000.000	38.87	Vapor	1	
248.15	850000.000	38.75	Vapor	1	
273.15	200000.000	39.07	Vapor	1	
273.15	250000.000	39.25	Vapor	1	
273.15	300000.000	39.38	Vapor	1	
273.15	350000.000	39.48	Vapor	1	
273.15	400000.000	39.55	Vapor	1	
273.15	450000.000	39.60	Vapor	1	
273.15	500000.000	39.61	Vapor	1	
273.15	550000.000	39.62	Vapor	1	
273.15	600000.000	39.61	Vapor	1	
273.15	650000.000	39.58	Vapor	1	
273.15	700000.000	39.55	Vapor	1	
273.15	750000.000	39.51	Vapor	1	
273.15	800000.000	39.46	Vapor	1	
273.15	850000.000	39.40	Vapor	1	
273.15	900000.000	39.33	Vapor	1	
298.15	200000.000	38.16	Vapor	1	
298.15	250000.000	38.26	Vapor	1	
298.15	300000.000	38.40	Vapor	1	
298.15	350000.000	38.52	Vapor	1	
298.15	400000.000	38.63	Vapor	1	
298.15	450000.000	38.71	Vapor	1	
298.15	500000.000	38.79	Vapor	1	
298.15	550000.000	38.85	Vapor	1	
298.15	600000.000	38.90	Vapor	1	
298.15	650000.000	38.93	Vapor	1	
298.15	700000.000	38.95	Vapor	1	
298.15	750000.000	38.96	Vapor	1	
298.15	800000.000	38.96	Vapor	1	
298.15	850000.000	38.95	Vapor	1	
298.15	900000.000	38.94	Vapor	1	
298.15	950000.000	38.91	Vapor	1	
298.15	1000000.000	38.87	Vapor	1	
Number	Source	
1	Biswas S.N.; Ten Seldam C.A.: The Equation of State and Heat Capacity of Nitrogen at High Pressures Determinated from Speeds of Sound. J.Chem.Thermodyn. 23 (1991) 725-737	
$$$Molar Heat Capacity (cV)	
T [K]	P [kPa]	Molar Heat Capacity (Cv) [J/(mol*K)]	State	Reference	
173.15	200000.000	28.68	Vapor	1	
173.15	250000.000	29.33	Vapor	1	
173.15	300000.000	29.86	Vapor	1	
173.15	350000.000	30.31	Vapor	1	
173.15	400000.000	30.68	Vapor	1	
173.15	450000.000	31.01	Vapor	1	
173.15	500000.000	31.29	Vapor	1	
173.15	550000.000	31.53	Vapor	1	
173.15	600000.000	31.74	Vapor	1	
173.15	650000.000	31.92	Vapor	1	
198.15	200000.000	27.85	Vapor	1	
198.15	250000.000	28.48	Vapor	1	
198.15	300000.000	29.00	Vapor	1	
198.15	350000.000	29.44	Vapor	1	
198.15	400000.000	29.81	Vapor	1	
198.15	450000.000	30.14	Vapor	1	
198.15	500000.000	30.43	Vapor	1	
198.15	550000.000	30.68	Vapor	1	
198.15	600000.000	30.90	Vapor	1	
198.15	650000.000	31.10	Vapor	1	
198.15	700000.000	31.27	Vapor	1	
223.15	200000.000	27.32	Vapor	1	
223.15	250000.000	27.94	Vapor	1	
223.15	300000.000	28.47	Vapor	1	
223.15	350000.000	28.91	Vapor	1	
223.15	400000.000	29.29	Vapor	1	
223.15	450000.000	29.63	Vapor	1	
223.15	500000.000	29.92	Vapor	1	
223.15	550000.000	30.18	Vapor	1	
223.15	600000.000	30.42	Vapor	1	
223.15	650000.000	30.63	Vapor	1	
223.15	700000.000	30.81	Vapor	1	
223.15	750000.000	30.98	Vapor	1	
248.15	200000.000	26.92	Vapor	1	
248.15	250000.000	27.62	Vapor	1	
248.15	300000.000	28.19	Vapor	1	
248.15	350000.000	28.67	Vapor	1	
248.15	400000.000	29.09	Vapor	1	
248.15	450000.000	29.46	Vapor	1	
248.15	500000.000	29.79	Vapor	1	
248.15	550000.000	30.08	Vapor	1	
248.15	600000.000	30.34	Vapor	1	
248.15	650000.000	30.57	Vapor	1	
248.15	700000.000	30.78	Vapor	1	
248.15	750000.000	30.96	Vapor	1	
248.15	800000.000	31.13	Vapor	1	
248.15	850000.000	31.29	Vapor	1	
273.15	200000.000	26.44	Vapor	1	
273.15	250000.000	27.20	Vapor	1	
273.15	300000.000	27.84	Vapor	1	
273.15	350000.000	28.38	Vapor	1	
273.15	400000.000	28.86	Vapor	1	
273.15	450000.000	29.27	Vapor	1	
273.15	500000.000	29.64	Vapor	1	
273.15	550000.000	29.97	Vapor	1	
273.15	600000.000	30.26	Vapor	1	
273.15	650000.000	30.53	Vapor	1	
273.15	700000.000	30.77	Vapor	1	
273.15	750000.000	30.99	Vapor	1	
273.15	800000.000	31.19	Vapor	1	
273.15	850000.000	31.38	Vapor	1	
273.15	900000.000	31.54	Vapor	1	
298.15	200000.000	25.87	Vapor	1	
298.15	250000.000	26.51	Vapor	1	
298.15	300000.000	27.08	Vapor	1	
298.15	350000.000	27.59	Vapor	1	
298.15	400000.000	28.04	Vapor	1	
298.15	450000.000	28.45	Vapor	1	
298.15	500000.000	28.82	Vapor	1	
298.15	550000.000	29.16	Vapor	1	
298.15	600000.000	29.46	Vapor	1	
298.15	650000.000	29.75	Vapor	1	
298.15	700000.000	30.01	Vapor	1	
298.15	750000.000	30.25	Vapor	1	
298.15	800000.000	30.47	Vapor	1	
298.15	850000.000	30.68	Vapor	1	
298.15	900000.000	30.87	Vapor	1	
298.15	950000.000	31.05	Vapor	1	
298.15	1000000.000	31.21	Vapor	1	
Number	Source	
1	Biswas S.N.; Ten Seldam C.A.: The Equation of State and Heat Capacity of Nitrogen at High Pressures Determinated from Speeds of Sound. J.Chem.Thermodyn. 23 (1991) 725-737	
$$$Speed of Sound	
T [K]	P [kPa]	Ultrasonic Velocity [m/s]	State	Reference	
170.00	25.020	265.672	Vapor	1	
170.00	49.840	265.573	Vapor	1	
170.00	99.810	265.375	Vapor	1	
170.00	149.630	265.179	Vapor	1	
170.00	199.450	264.984	Vapor	1	
170.00	249.410	264.790	Vapor	1	
170.00	299.610	264.595	Vapor	1	
170.00	349.710	264.402	Vapor	1	
170.00	399.900	264.209	Vapor	1	
170.00	449.870	264.017	Vapor	1	
170.00	499.710	263.828	Vapor	1	
190.00	60.670	280.833	Vapor	1	
190.00	151.080	280.632	Vapor	1	
190.00	240.330	280.437	Vapor	1	
190.00	328.810	280.247	Vapor	1	
190.00	419.250	280.055	Vapor	1	
190.00	509.130	279.869	Vapor	1	
190.00	603.460	279.678	Vapor	1	
215.00	70.530	298.825	Vapor	1	
215.00	172.580	298.746	Vapor	1	
215.00	270.800	298.674	Vapor	1	
215.00	363.200	298.611	Vapor	1	
215.00	469.120	298.542	Vapor	1	
215.00	575.200	298.478	Vapor	1	
215.00	683.350	298.418	Vapor	1	
250.00	69.620	322.322	Vapor	1	
250.00	210.260	322.395	Vapor	1	
250.00	318.510	322.456	Vapor	1	
250.00	439.000	322.528	Vapor	1	
250.00	558.830	322.605	Vapor	1	
250.00	669.860	322.684	Vapor	1	
250.00	677.890	322.686	Vapor	1	
250.00	802.040	322.771	Vapor	1	
300.00	49.790	353.090	Vapor	1	
300.00	99.470	353.166	Vapor	1	
300.00	149.180	353.242	Vapor	1	
300.00	199.520	353.320	Vapor	1	
300.00	299.070	353.476	Vapor	1	
300.00	398.600	353.635	Vapor	1	
300.00	498.520	353.796	Vapor	1	
300.00	597.870	353.959	Vapor	1	
300.00	697.600	354.124	Vapor	1	
300.00	797.550	354.292	Vapor	1	
300.00	897.290	354.462	Vapor	1	
350.00	119.200	381.450	Vapor	1	
350.00	298.250	381.826	Vapor	1	
350.00	477.500	382.207	Vapor	1	
350.00	655.310	382.591	Vapor	1	
350.00	836.200	382.986	Vapor	1	
350.00	1016.070	383.384	Vapor	1	
350.00	1205.870	383.809	Vapor	1	
Number	Source	
1	Estela-Uribe J.F.; Trusler J.P.M.: Acoustic and volumetric virial coefficients of nitrogen. Int.J.Thermophys. 21 (2000) 1033-1044	
$$$Surface Tension	
T [K]	P [kPa]	Surface Tension [mN/m]	State	Reference	
64.80		11.8000	Liquid	2	
65.00		11.7700	Liquid	5	
65.20		11.7000	Liquid	2	
67.00		11.3000	Liquid	2	
68.00		11.0000	Liquid	3	
69.00		10.7600	Liquid	3	
69.20		10.8000	Liquid	2	
70.00		10.5300	Liquid	3	
70.00		10.5800	Liquid	5	
71.00		10.3000	Liquid	3	
71.10		10.3000	Liquid	2	
72.00		10.0700	Liquid	3	
72.60		10.0000	Liquid	2	
72.70		9.9000	Liquid	2	
73.00		9.8400	Liquid	3	
74.00		9.6200	Liquid	3	
74.70		9.5000	Liquid	2	
75.00		9.3900	Liquid	3	
75.00		9.4100	Liquid	5	
75.60		9.2000	Liquid	2	
76.00		9.1600	Liquid	3	
77.00		8.9400	Liquid	3	
77.70		8.9000	Liquid	2	
78.00		8.7200	Liquid	3	
78.09	101.325	8.6900	Liquid	4	
79.00		8.5000	Liquid	3	
79.23		8.4400	Liquid	1	
79.62	101.325	8.3300	Liquid	4	
80.00		8.2700	Liquid	3	
80.00		8.2800	Liquid	5	
80.00	135.000	8.2600	Liquid Phase of VLE	6	
81.00		8.0600	Liquid	3	
81.01	101.325	8.0400	Liquid	4	
81.80		7.8500	Liquid	1	
82.00		7.8400	Liquid	3	
82.23	101.325	7.7400	Liquid	4	
82.57		7.7000	Liquid	1	
82.58	101.325	7.6900	Liquid	4	
82.90	101.325	7.5700	Liquid	4	
83.00		7.6300	Liquid	3	
83.37	101.325	7.5400	Liquid	4	
83.56	101.325	7.4500	Liquid	4	
83.82	101.325	7.4200	Liquid	4	
84.00		7.4200	Liquid	3	
84.00	101.325	7.4000	Liquid	4	
84.18	101.325	7.3000	Liquid	4	
84.63	101.325	7.2600	Liquid	4	
85.00		7.1600	Liquid	5	
85.00		7.2000	Liquid	3	
85.38		7.1000	Liquid	1	
85.98	101.325	6.9700	Liquid	4	
86.00		6.9900	Liquid	3	
87.00		6.7800	Liquid	3	
87.01		6.7600	Liquid	1	
87.77	101.325	6.5900	Liquid	4	
87.99	101.325	6.5400	Liquid	4	
88.00		6.5700	Liquid	3	
88.34		6.4700	Liquid	1	
89.00		6.3700	Liquid	3	
89.42	101.325	6.2300	Liquid	4	
89.80		6.1800	Liquid	1	
90.00		6.1000	Liquid	5	
90.00		6.1600	Liquid	3	
90.00	361.000	6.1300	Liquid Phase of VLE	6	
90.67	101.325	5.9800	Liquid	4	
91.03	101.325	5.8800	Liquid	4	
91.31		5.8500	Liquid	1	
92.44		5.6300	Liquid	1	
94.30		5.2500	Liquid	1	
95.00		5.0600	Liquid	5	
95.85		4.9500	Liquid	1	
97.19		4.6700	Liquid	1	
99.47		4.2100	Liquid	1	
100.00		4.0600	Liquid	5	
100.00	780.000	4.1000	Liquid Phase of VLE	6	
100.42		4.0400	Liquid	1	
102.01		3.7000	Liquid	1	
104.74		3.2100	Liquid	1	
105.00		3.1100	Liquid	5	
105.83		3.0000	Liquid	1	
106.77		2.8200	Liquid	1	
107.76		2.6600	Liquid	1	
109.66		2.3100	Liquid	1	
110.00		2.2200	Liquid	5	
110.58		2.1500	Liquid	1	
111.84		1.9370	Liquid	1	
113.93		1.5840	Liquid	1	
114.32		1.5250	Liquid	1	
115.00		1.3900	Liquid	5	
115.00	1938.000	1.4000	Liquid Phase of VLE	6	
115.11		1.4010	Liquid	1	
115.85		1.2850	Liquid	1	
116.59		1.1680	Liquid	1	
117.79		0.9850	Liquid	1	
119.73		0.7120	Liquid	1	
120.00		0.6500	Liquid	5	
120.00	2508.000	0.6630	Liquid Phase of VLE	6	
120.24		0.6440	Liquid	1	
Number	Source	
1	Baidakov V.G.; Khvostov K.V.; Muratov G.N.: Surface Tension of Nitrogen, Oxygen, and Methane over a Wilde Range of Temperature. Zh.Fiz.Khim. 56 (1982) 814-817	
2	Ostromoukhov V.B.; Ostronov M.G.: Surface Tension of Liquid Solutions O2-N2 at 54-77 K. Zh.Fiz.Khim. 68 (1994) 39-43	
3	Baly E.C.C.; Donnan F.G.: The variation with temperature of the surface energies and densities of liquid oxygen, nitrogen, argon, and carbon monoxide.. J.Chem.Soc.London 81 (1902) 907-923	
4	Sprow F.B.; Prausnitz J.M.: Surface tension of simple liquids.. Trans.Faraday Soc. 62 (1966) 1097-1104	
5	Stansfield D.: The surface tension of liquid argon and nitrogen.. Proc.Phys.Soc.London 72 (1958) 854-866	
6	Baidakov V.G.; Kaverin A.M.; Andbaeva V.N.: 1. Surface Tension. Fluid Phase Equilib. 270 (2008) 116-120	
$$$Thermal Conductivity	
T [K]	P [kPa]	Thermal Conductivity [W/(m*K)]	State	Reference	
80.00	101.320	0.00773	Vapor	3	
90.00	101.320	0.0087	Vapor	3	
100.00	101.320	0.00966	Vapor	3	
120.00	101.320	0.01157	Vapor	3	
140.00	101.320	0.01342	Vapor	3	
150.00	101.320	0.01433	Vapor	3	
200.00	101.320	0.01861	Vapor	3	
250.00	101.320	0.02251	Vapor	3	
300.00	101.320	0.02604	Vapor	3	
303.75		0.026694	Vapor	1	
305.70	25.000	0.02565	Vapor	2	
305.70	33.000	0.02568	Vapor	2	
305.70	50.000	0.02572	Vapor	2	
305.70	100.000	0.02575	Vapor	2	
323.25		0.027865	Vapor	1	
333.20	50.000	0.0281	Vapor	2	
341.63	50.000	0.02865	Vapor	2	
351.50	50.000	0.02941	Vapor	2	
361.01	50.000	0.03015	Vapor	2	
400.00	101.320	0.03271	Vapor	3	
500.00	101.320	0.03896	Vapor	3	
586.15		0.04443	Vapor	1	
600.00	101.320	0.04501	Vapor	3	
677.15		0.0500	Vapor	1	
690.75		0.0500	Vapor	1	
700.00	101.320	0.05099	Vapor	3	
765.15		0.05356	Vapor	1	
775.15		0.05397	Vapor	1	
800.00	101.320	0.05691	Vapor	3	
900.00	101.320	0.06274	Vapor	3	
974.15		0.0636	Vapor	1	
982.15		0.06318	Vapor	1	
1000.00	101.320	0.06844	Vapor	3	
1100.00	101.320	0.07396	Vapor	3	
1121.15		0.06945	Vapor	1	
1134.15		0.07071	Vapor	1	
1200.00	101.320	0.07932	Vapor	3	
1300.00	101.320	0.08456	Vapor	3	
1400.00	101.320	0.08968	Vapor	3	
1500.00	101.320	0.0947	Vapor	3	
1600.00	101.320	0.09962	Vapor	3	
1800.00	101.320	0.10906	Vapor	3	
2000.00	101.320	0.11826	Vapor	3	
Number	Source	
1	Vargaftik N.B.; Zimina N.Kh.: Thermal Conductivity of Nitrogen at High Temperatures. Teplofiz.Vys.Temp. 2 (1964) 869-878	
2	Shashkov A.G.; Kurbatov V.A.; Zolotukhina A.F.; Abramenko T.N.: Experimental Investigation of the Conductivity of Vapor-Gas Mixtures with Low Vapor Concentration. Inzh.Fiz.Zh. 45 (1983) 275-282	
3	Zimina N.Kh.; Fomicheva I.G.: III. Nitrogen. Zh.Fiz.Khim. 66 (1992) 3184-3190	
$$$Transition Temperature	
T [K]	P [kPa]	State	Reference	
35.40		Crystal 2 > Crystal 1	2	
35.61		Solid-Solid	1	
295.15	2329000.000	Solid-Gas	3	
Number	Source	
1	Giauque W.F.; Clayton J.O.: The heat capacity and entropy of nitrogen. Heat of vaporization. Vapor pressures of solid and liquid. The reaction 1/2 N2 + 1/2 O2 = NO from spectroscopic data.. J.Am.Chem.Soc. 55 (1933) 4875-4889	
2	Fedorova M.F.: . Zh.Eksp.Teor.Fiz. 8 (1938) 425-435	
3	Kimura M.; Hanayama Y.; Nishitake T.: Measurements of Ultrasound Velocity in Gases under High Pressures up to 3.5 GPa. Jap.J.Appl.Phys. 26 (1987) 1366-1377	
$$$Triple Point	
T [K]	P [kPa]	State	Reference	
62.63	11.466	Solid-Liquid-Vapor	6	
63.14	12.534	Solid-Liquid-Vapor	1	
63.14	12.612	Solid-Liquid-Vapor	5	
63.15		Solid-Liquid-Vapor	4	
63.15	12.523	Solid-Liquid-Vapor	2	
63.20	12.159	Solid-Liquid-Vapor	3	
Number	Source	
1	Giauque W.F.; Clayton J.O.: The heat capacity and entropy of nitrogen. Heat of vaporization. Vapor pressures of solid and liquid. The reaction 1/2 N2 + 1/2 O2 = NO from spectroscopic data.. J.Am.Chem.Soc. 55 (1933) 4875-4889	
2	Nowak P.; Kleinrahm R.; Wagner W.: II. Saturated-Liquid and Saturated-Vapour Densities and Vapour Pressures Along the Entire Coexistence Curve. J.Chem.Thermodyn. 29 (1997) 1157-1174	
3	Verschoyle T.T.H.: The Ternary System Carbon Monoxide-Nitrogen-Hydrogen and the Component Binary Systems between Temperatures of -185° and -215°C., and between Pressures of 0 and 225 Atm. Philos.Trans.Roy.Soc.London Ser. A: Math.Phys.Sci. 230 (1931) 189-220	
4	Slyusar' V.P.; Tret'yakov V.M.; Rudenko N.S.: Isochoric Thermal Conductivity of Argon, Krypton, Xenon, and Nitrogen as a Function of the Triple Points up to 300 - 330° K at pressures of up to 3000 atm. J.Eng.Phys. 38 (1980) 369-373	
5	Henning F.; Otto J.: Dampfdruckkurven und Tripelpunkte im Temperaturgebiet von 14° bis 90° abs. Phys.Z. (Leipzig) 37 (1936) 633-638	
6	Fischer K.T.; Alt H.: Siedepunkt, Gefrierpunkt und Dampfspannung des reinen Stickstoffs bei niedrigen Drucken. Ann.Physik 314 (1902) 1149-1185	
$$$Vapor Pressure	
T [K]	P [kPa]	State	Reference	
54.78	1.6972	Solid-Gas	6	
55.88	2.280	Solid-Gas	6	
56.93	2.992	Solid-Gas	6	
56.97	2.906	Solid-Gas	3	
57.70	3.520	Solid-Gas	3	
57.85	3.786	Solid-Gas	6	
58.71	4.546	Solid-Gas	3	
58.74	4.701	Solid-Gas	6	
59.55	5.713	Solid-Gas	6	
59.95	6.106	Solid-Gas	3	
60.67	7.367	Solid-Gas	6	
60.77	7.373	Solid-Gas	3	
61.70	9.277	Solid-Gas	6	
61.95	9.586	Solid-Gas	3	
62.79	11.479	Solid-Gas	3	
63.15	12.520	Vapor-Liquid	1	
63.83	14.150	Vapor-Liquid	1	
65.33	18.430	Vapor-Liquid	1	
66.65	22.960	Vapor-Liquid	1	
68.36	30.120	Vapor-Liquid	1	
72.52	55.030	Vapor-Liquid	1	
75.06	76.700	Vapor-Liquid	1	
77.35	101.330	Vapor-Liquid	1	
77.35	101.350	Vapor-Liquid	1	
77.86	106.665	Vapor-Liquid	4	
80.74	148.380	Vapor-Liquid	1	
81.56	162.000	Vapor-Liquid	1	
81.57	162.090	Vapor-Liquid	1	
83.36	194.860	Vapor-Liquid	1	
83.36	194.900	Vapor-Liquid	1	
83.37	195.070	Vapor-Liquid	1	
83.66	200.330	Vapor-Liquid	4	
84.66	221.530	Vapor-Liquid	1	
84.67	221.830	Vapor-Liquid	1	
84.68	222.220	Vapor-Liquid	1	
85.68	244.380	Vapor-Liquid	1	
86.85	271.042	Vapor-Liquid	4	
87.89	299.690	Vapor-Liquid	1	
90.12	367.911	Vapor-Liquid	2	
90.21	367.060	Vapor-Liquid	1	
90.90	387.945	Vapor-Liquid	4	
91.91	423.450	Vapor-Liquid	1	
92.73	457.989	Vapor-Liquid	2	
94.79	532.000	Vapor-Liquid	1	
94.81	532.700	Vapor-Liquid	1	
94.82	533.300	Vapor-Liquid	1	
94.84	534.300	Vapor-Liquid	1	
95.05	542.146	Vapor-Liquid	4	
95.44	565.697	Vapor-Liquid	2	
96.00	589.711	Vapor-Liquid	2	
96.04	585.100	Vapor-Liquid	1	
96.04	585.200	Vapor-Liquid	1	
97.04	630.300	Vapor-Liquid	1	
97.05	630.700	Vapor-Liquid	1	
97.42	648.400	Vapor-Liquid	1	
98.64	714.949	Vapor-Liquid	2	
98.96	723.019	Vapor-Liquid	4	
100.05	781.600	Vapor-Liquid	1	
100.15	787.100	Vapor-Liquid	1	
100.18	788.500	Vapor-Liquid	1	
102.02	892.946	Vapor-Liquid	4	
102.17	902.400	Vapor-Liquid	1	
103.28	970.800	Vapor-Liquid	1	
103.31	972.300	Vapor-Liquid	1	
103.32	973.200	Vapor-Liquid	1	
103.34	974.600	Vapor-Liquid	1	
103.35	975.400	Vapor-Liquid	1	
104.46	1057.830	Vapor-Liquid	2	
104.55	1053.070	Vapor-Liquid	4	
106.71	1206.600	Vapor-Liquid	4	
106.97	1225.200	Vapor-Liquid	1	
106.97	1235.460	Vapor-Liquid	2	
108.51	1344.000	Vapor-Liquid	1	
108.76	1377.410	Vapor-Liquid	2	
109.09	1391.400	Vapor-Liquid	4	
110.30	1492.300	Vapor-Liquid	1	
110.33	1495.200	Vapor-Liquid	1	
110.81	1537.200	Vapor-Liquid	1	
110.85	1540.630	Vapor-Liquid	4	
113.14	1751.800	Vapor-Liquid	1	
113.60	1808.650	Vapor-Liquid	2	
113.86	1822.300	Vapor-Liquid	1	
114.16	1852.760	Vapor-Liquid	4	
115.15	1954.100	Vapor-Liquid	1	
116.18	2074.120	Vapor-Liquid	2	
116.27	2073.420	Vapor-Liquid	4	
116.55	2103.000	Vapor-Liquid	5	
116.96	2150.000	Vapor-Liquid	5	
117.54	2217.100	Vapor-Liquid	1	
117.76	2240.000	Vapor-Liquid	5	
117.95	2264.570	Vapor-Liquid	4	
118.33	2307.000	Vapor-Liquid	5	
118.94	2388.230	Vapor-Liquid	2	
119.12	2401.000	Vapor-Liquid	5	
119.82	2488.000	Vapor-Liquid	5	
120.08	2522.500	Vapor-Liquid	1	
120.08	2523.500	Vapor-Liquid	1	
120.10	2526.000	Vapor-Liquid	1	
120.12	2528.200	Vapor-Liquid	1	
120.14	2530.640	Vapor-Liquid	4	
120.75	2608.700	Vapor-Liquid	1	
121.25	2675.100	Vapor-Liquid	1	
121.42	2694.000	Vapor-Liquid	5	
121.47	2710.440	Vapor-Liquid	2	
121.57	2717.790	Vapor-Liquid	4	
122.23	2805.000	Vapor-Liquid	5	
122.75	2878.600	Vapor-Liquid	1	
122.78	2883.400	Vapor-Liquid	1	
122.88	2895.000	Vapor-Liquid	5	
123.14	2933.450	Vapor-Liquid	4	
123.51	2988.000	Vapor-Liquid	5	
