Formula	Molar Mass	CAS Registry Number	Name
333.15	97.344	Vapor-Liquid	5
334.15	100.658	Vapor-Liquid	3
334.35	101.325	Vapor-Liquid	2
Number	Source
1	Chun K.W.; Clinkscales T.C.; Davison R.R.: Vapor-Liquid Equilibrium of Triethylamine-Water and Methyldiethylamine-Water. J.Chem.Eng.Data 16 (1971) 443-446
2	Conti J.J.; Othmer D.F.; Gilmont R.: Composition of Vapors from Boiling Binary Solutions. Systems Containing Formic Acid, Acetic Acid, Water and Chloroform. J.Chem.Eng.Data 5 (1960) 301-307
3	Herz W.; Rathmann W.: Physikalische Konstanten einiger als Lösungsmittel wichtiger chlorierter Kohlenwasserstoffe. Chemiker-Zeitung 36 (1912) 1417-1418
4	Mueller C.R.; Kearns E.R.: Thermodynamic Studies of the System Acetone and Chloroform. J.Phys.Chem. 62 (1958) 1441-1445
5	Scatchard G.; Raymond C.L.: II. Chloroform-Ethanol Mixtures at 35, 45 and 55 °. J.Am.Chem.Soc. 60 (1938) 1278-1287
6	Philippe R.; Jambon C.; Clechet P.: Thermodynamic Properties of Dimethylsulfoxide + Halomethane Mixtures II. Vapour Pressures and Excess Thermodynamic Functions. J.Chem.Thermodyn. 5 (1973) 431-444
$$$Virial Coefficients
T [K]	Second Virial Coefficient [cm3/mol]	State	Reference
293.15	-1380.0000	Vapor	6
298.15	-1300.0000	Vapor	6
303.15	-1168.0000	Vapor	3
308.15	-1170.0000	Vapor	6
318.15	-1060.0000	Vapor	6
328.15	-960.0000	Vapor	6
333.15	-910.0000	Vapor	5
338.15	-880.0000	Vapor	1
343.15	-855.0000	Vapor	5
351.15	-760.0000	Vapor	1
353.15	-779.0000	Vapor	2
353.15	-775.0000	Vapor	5
358.15	-749.0000	Vapor	4
358.15	-740.0000	Vapor	1
358.15	-724.0000	Vapor	4
363.15	-732.0000	Vapor	2
363.15	-710.0000	Vapor	5
373.15	-681.0000	Vapor	2
383.15	-632.0000	Vapor	2
Number	Source
1	Zaalishvili Sh.D.; Kolysko L.E.: I. Das System Diethylester-Aceton. Zh.Fiz.Khim. 34 (1960) 2596-2600
2	Zaalishvili Sh.D.; Belousova Z.S.; Kolysko L.E.: V. The Chloroform-Benzene System. Zh.Fiz.Khim. 39 (1965) 447-450
3	Hopkins J.A.; Bhethanabotla V.R.; Campbell S.W.: Total Pressure Measurements for Chloroform + Acetine + Toluene at 303.15 K. J.Chem.Eng.Data 39 (1994) 488-492
4	Abuselme J.A.; Vera J.H.: Pure compound and cross second virial coefficients for n-amylamine-al cohol systems at 363.15 K. Measurements with a low pressure Burnett-t ype apparatus.. Fluid Phase Equilib. 45 (1989) 287-302
5	Zaalishvili S.D.; Kolysko L.E.: Second virial coefficients of vapours and their mixtures. II. System acetone - chloroform.. Zh.Fiz.Khim. 35 (1961) 2613-2615
6	Philippe R.; Jose J.; Clechet P.: II. Application to the binary mixtures: the system dimethyl sulphoxide-chloroform at 20, 25, 35, 45, and 55°C.. Bull.Soc.Chim.Fr.  (1971) 2866-2871
