Formula	Molar Mass	CAS Registry Number	Name	
CH4O	32.042	67-56-1	Methanol	
$$$Boiling Point	
T [K]	P [kPa]	State	Reference	
337.60		Vapor-Liquid	1	
Number	Source	
1	Karunanithi B.; Bogeshwaran K.; Sofia K.: Isobaric Vapour Liquid Equilibrium for Acetone + Methanol + Calcium Bromide at Different Concentration. Int.J.Eng.Res.Develop.IJERD 3 (2012) 45-49	
$$$Compressibility (isentropic)	
T [K]	Compressibility (isentropic) [/kPa]	State	Reference	
308.15	1.10399992082E-006	Liquid	1	
Number	Source	
1	Reddy V.K.; Rambabu K.; Devarajulu T.; Krishnaiah A.: Volume of Mixing, Speed of Sound, and Viscosity of Methyl Cellosolve with Aliphatic Alcohols at 308.15 K. J.Chem.Eng.Data 40 (1995) 124-127	
$$$Compressibility (isothermal)	
T [K]	P [kPa]	Compressibility (isothermal) [/kPa]	State	Reference	
4	Nan Z.; Liu N.; Tan Z.-C.: Thermodynamic properties of the azeotropic mixture of acetone and methanol. J.Therm.Anal.Calorim 86 (2006) 819-823	
5	Staveley L.A.K.; Gupta A.K.: A Semi-Micro Low-Temperature Calorimeter, and a Comparison of some Thermodynamic  Properties  of Methyl Alcohol and Methyl Deuteroxide. Trans.Faraday Soc. 45 (1949) 50-61	
$$$Heat of Transition	
T [K]	Molar Enthalpy [J/mol]	State	Reference	
157.34	636.00	Solid-Solid	1	
157.40	645.60	Crystal 2 > Crystal 1	3	
157.79	647.00	Solid-Solid	4	
157.80	711.28	Crystal 2 > Crystal 1	5	
161.10	590.00	Solid-Solid	2	
Number	Source	
1	Carlson H.G.; Westrum E.F.: Methanol: Heat capacity, Enthalpies of Transition and Melting, and Thermodynamic Properties from 5-300°K.. J.Chem.Phys. 54 (1971) 1464-1471	
2	Parks G.S.: Thermal Data on Organic Compounds I. The Heat Capacities and Free Energies of Methyl, Ethyl and Normal-Butyl Alcohols. J.Am.Chem.Soc. 47 (1925) 338-345	
3	Kelley K.K.: The Heat Capacity of Methyl Alcohol from 16 K to 298 °K and the Corresponding Entropy and Free Energy. J.Am.Chem.Soc. 51 (1929) 180-187	
4	Nan Z.; Liu N.; Tan Z.-C.: Thermodynamic properties of the azeotropic mixture of acetone and methanol. J.Therm.Anal.Calorim 86 (2006) 819-823	
5	Staveley L.A.K.; Gupta A.K.: A Semi-Micro Low-Temperature Calorimeter, and a Comparison of some Thermodynamic  Properties  of Methyl Alcohol and Methyl Deuteroxide. Trans.Faraday Soc. 45 (1949) 50-61	
$$$Heat of Vaporization	
T [K]	Molar Enthalpy [J/mol]	State	Reference	
298.15	37400.00	Vapor-Liquid	1	
298.15	37420.00	Vapor-Liquid	6	
298.15	37446.80	Vapor-Liquid	2	
298.15	37450.80	Vapor-Liquid	4	
337.80	35200.00	Vapor-Liquid	3	
337.85	35281.60	Vapor-Liquid	4	
393.25	30949.00	Vapor-Liquid	5	
416.85	28550.00	Vapor-Liquid	5	
443.35	25236.00	Vapor-Liquid	5	
476.85	19616.00	Vapor-Liquid	5	
Number	Source	
1	Dionisio M.S.; Moura Ramos J.J.; Goncalves R.M.: The enthalpy and entropy of cavity formation in liquids and Corresponding States Principle. Can.J.Chem. 68 (1990) 1937-1949	
2	Sherman S.R.; Suleiman D.; Hait M.J.; Schiller M.; Liotta C.L.; Eckert C.A.; Li J.; Carr P.W.; Poe R.B.; Rutan S.C.: Correlation of Partial Molar Heats of Transfer at Infinite Dilution by a Linear Solvation Energy Relationship. J.Phys.Chem. 99 (1995) 11239-11247	
3	Matyushov D.V.; Schmid R.: Properties of Liquids at the Boiling Point: Equation of State, Internal Pressure and Vaporization Entropy. Int.J.Phys.Chem.Ber.Bunsen-Ges. 98 (1994) 1590-1595	
4	Svoboda V.; Hynek V.; Vesely F.; Pick J.: Calorimeter for determination of heats of vaporization of pure substances.. Collect.Czech.Chem.Commun. 37 (1972) 3165-3173	
5	Radosz M.; Lydersen A.: Heat of vaporization of aliphatic alcohols.. Chem.Ing.Tech. CIT 52 (1980) 756-757	
6	Konicek J.: Enthalpies of Vaporisation of some Alkyl Cyanides. Acta Chem.Scand. 27 (1973) 1496-1502	
$$$Ideal Gas Heat Capacity	
T [K]	Ideal Gas Heat Capacity [J/(mol*K)]	State	Reference	
100.00	36.90	Ideal Gas	5	
100.00	36.945	Ideal Gas	4	
150.00	38.576	Ideal Gas	5	
150.00	38.59	Ideal Gas	6	
150.00	38.62	Ideal Gas	4	
200.00	39.484	Ideal Gas	2	
200.00	39.664	Ideal Gas	4	
200.00	39.68	Ideal Gas	6	
250.00	41.34	Ideal Gas	4	
273.15	42.55	Ideal Gas	5	
273.15	42.57	Ideal Gas	6	
273.16	42.47	Ideal Gas	1	
280.00	43.38	Ideal Gas	2	
298.00	45.19	Ideal Gas	3	
298.15	44.04	Ideal Gas	6	
298.15	44.06	Ideal Gas	5	
298.16	43.89	Ideal Gas	1	
300.00	44.02	Ideal Gas	1	
300.00	44.14	Ideal Gas	5	
300.00	44.16	Ideal Gas	6	
300.00	45.19	Ideal Gas	3	
350.00	47.49	Ideal Gas	4	
400.00	51.42	Ideal Gas	1	
400.00	51.62	Ideal Gas	6	
400.00	51.63	Ideal Gas	5	
400.00	53.14	Ideal Gas	3	
500.00	59.50	Ideal Gas	1	
500.00	59.69	Ideal Gas	6	
500.00	59.71	Ideal Gas	5	
500.00	60.67	Ideal Gas	3	
600.00	67.03	Ideal Gas	1	
600.00	67.19	Ideal Gas	5	
600.00	68.20	Ideal Gas	3	
700.00	73.72	Ideal Gas	1	
700.00	73.85	Ideal Gas	5	
700.00	73.86	Ideal Gas	6	
700.00	74.48	Ideal Gas	3	
800.00	79.66	Ideal Gas	1	
800.00	79.75	Ideal Gas	5	
800.00	80.33	Ideal Gas	3	
900.00	84.89	Ideal Gas	1	
900.00	84.95	Ideal Gas	6	
900.00	84.98	Ideal Gas	5	
900.00	85.35	Ideal Gas	3	
1000.00	89.45	Ideal Gas	1	
1000.00	89.54	Ideal Gas	5	
1000.00	90.37	Ideal Gas	3	
1100.00	93.57	Ideal Gas	6	
1100.00	93.60	Ideal Gas	5	
1200.00	97.11	Ideal Gas	5	
1200.00	97.12	Ideal Gas	6	
1300.00	100.24	Ideal Gas	6	
1300.00	100.25	Ideal Gas	5	
1400.00	102.97	Ideal Gas	5	
1400.00	102.98	Ideal Gas	6	
1500.00	105.40	Ideal Gas	5	
Number	Source	
1	Green J.H.S.: Thermodynamic properties of the normal alcohols C1-C12.. J.Appl.Chem. 11 (1961) 397-404	
2	Eucken A.; Franck E.U.: Rotation in ether and alcohol molecules on the basis of determination of molar heat capacity. (Ger). Z.Elektrochem.Angew.Physik.Chem. 52 (1948) 195-204	
3	Smith J.M.: Thermodynamic properties of methyl alcohol.. Chem.Eng.Prog.(CEP) 44 (1948) 521-528	
4	Palm A.; Kilpatrick M.: Barrier height and thermodynamic functions of gaseous HNO3 and DNO3.. J.Chem.Phys. 23 (1955) 1562-1563	
5	Chen S.S.; Wilhoit R.C.; Zwolinski B.J.: Thermodynamic properties of normal and deuterated methanols.. J.Phys.Chem.Ref.Data 6 (1977) 105-112	
6	Chao J.; Hall K.R.; Marsh K.N.; Wilhoit R.C.: Thermodynamic properties of key organic oxygen compounds in the carbon range C1 to C4. Part 2. Ideal gas properties.. J.Phys.Chem.Ref.Data 15 (1986) 1369-1436	
$$$Kinematic Viscosity	
T [K]	Kinematic Viscosity [m2/s]	State	Reference	
283.15	8.38999994812E-07	Liquid	5	
283.15	8.53999949868E-07	Liquid	1	
293.15	7.44999965718E-07	Liquid	1	
293.15	7.54999973651E-07	Liquid	6	
298.15	6.99999986864E-07	Liquid	6	
298.15	7.04200033397E-07	Liquid	1	
303.15	6.48699995054E-07	Liquid	2	
303.15	6.60000011976E-07	Liquid	1	
308.15	6.2120000166E-07	Liquid	4	
313.15	5.69999997424E-07	Liquid	5	
313.15	5.80999994781E-07	Liquid	1	
318.15	5.539999961E-07	Liquid	3	
323.15	5.16000000061E-07	Liquid	1	
Number	Source	
1	Soliman K.; Marschall E.: Viscosity of Selected Binary, Ternary, and Quaternary Liquid Mixtures. J.Chem.Eng.Data 35 (1990) 375-381	
2	Esteve X.; Boer D.; Patil K.R.; Chaudhari S.K.; Coronas A.: Densities, Viscosities, and Enthalpies of Mixing of the Binary System Methanol + Polyethylene Glycol 250 Dimethyl Ether at 303.15 K. J.Chem.Eng.Data 39 (1994) 767-769	
3	Eduljee G.H.; Boyes A.P.: Viscosity of some Binary Liquid Mixtures of Oleic Acid and Triolein with Selected Solvents. J.Chem.Eng.Data 25 (1980) 249-252	
4	Vogel L.; Kuester M.; Schubert H.: The Concentration Dependence of Viscosity Coefficient. Chem.-Tech. CT 44 (1992) 144-147	
5	Chen G.; Hou Y.; Knapp H.: Diffusion Coefficients, Kinematic Viscosities, and Refractive Indices for Heptane + Ethylbenzene, Sulfolane + 1-Methylnaphthalene, Water + N,N-Dimethylformamide, Water + Methanol, Water + n-Formylmorpholine, and Water + n-Methylpyrrolidone. J.Chem.Eng.Data 40 (1995) 1005-1010	
6	Mussche M.J.; Verhoeye L.A.: Viscosity of Ten Binary and One Ternary Mixtures. J.Chem.Eng.Data 20 (1975) 46-50	
$$$Melting Point	
T [K]	P [kPa]	State	Reference	
175.22	101.325	Solid-Liquid	3	
175.30	101.325	Solid-Liquid	4	
175.35		Solid-Liquid	6	
175.59		Solid-Liquid	1	
176.47	9100.000	Solid-Liquid	2	
177.15		Solid-Liquid	5	
178.57	22700.000	Solid-Liquid	2	
181.16	41800.000	Solid-Liquid	2	
185.60	73200.000	Solid-Liquid	2	
189.30	102300.000	Solid-Liquid	2	
192.91	132000.000	Solid-Liquid	2	
198.07	176600.000	Solid-Liquid	2	
203.06	220100.000	Solid-Liquid	2	
207.80	265500.000	Solid-Liquid	2	
Number	Source	
1	Carlson H.G.; Westrum E.F.: Methanol: Heat capacity, Enthalpies of Transition and Melting, and Thermodynamic Properties from 5-300°K.. J.Chem.Phys. 54 (1971) 1464-1471	
2	Sun T.F.; Schouten J.A.; Trappeniers N.J.; Biswas S.N.: Accurate Measurement of the Melting Line of Methanol and Ethanol at Pressures up to 270 MPa. Ber.Bunsen-Ges.Phys.Chem. 92 (1988) 652-655	
3	Kelley K.K.: The Heat Capacity of Methyl Alcohol from 16 K to 298 °K and the Corresponding Entropy and Free Energy. J.Am.Chem.Soc. 51 (1929) 180-187	
4	Parks G.S.: Thermal Data on Organic Compounds I. The Heat Capacities and Free Energies of Methyl, Ethyl and Normal-Butyl Alcohols. J.Am.Chem.Soc. 47 (1925) 338-345	
5	Pushin N.A.; Glagoleva A.A.: Methyl Alcohol, Pinacone, Glycerol, and Erythritol. J.Chem.Soc.London 121 (1922) 2813-2822	
6	Sapgir S.: VII. Application de l'analyse thermique à des mélanges binaires de composés organiques fondant à tres basse temperature. Bull.Soc.Chim.Belg. 38 (1929) 392-408	
$$$Molar Heat Capacity (cP)	
T [K]	P [kPa]	Molar Heat Capacity (cP) [J/(mol*K)]	State	Reference	
175.49	101.320	70.87	Liquid	1	
178.15	101.320	70.83	Liquid	1	
183.15	101.320	70.80	Liquid	1	
188.15	101.320	70.80	Liquid	1	
193.15	101.320	70.83	Liquid	1	
198.15	101.320	70.90	Liquid	1	
203.15	101.320	71.01	Liquid	1	
208.15	101.320	71.16	Liquid	1	
213.15	101.320	71.34	Liquid	1	
218.15	101.320	71.57	Liquid	1	
223.15	101.320	71.84	Liquid	1	
228.15	101.320	72.14	Liquid	1	
233.15	101.320	72.49	Liquid	1	
238.15	101.320	72.88	Liquid	1	
243.15	101.320	73.31	Liquid	1	
248.15	101.320	73.79	Liquid	1	
253.15	101.320	74.31	Liquid	1	
258.15	101.320	74.87	Liquid	1	
263.15	101.320	75.49	Liquid	1	
268.15	101.320	76.15	Liquid	1	
273.15	100.000	76.61	Liquid	2	
273.15	101.320	76.85	Liquid	1	
273.15	20000.000	75.98	Liquid	2	
273.15	40000.000	75.53	Liquid	2	
273.15	60000.000	75.17	Liquid	2	
273.15	80000.000	74.87	Liquid	2	
278.15	101.320	77.60	Liquid	1	
283.15	100.000	78.16	Liquid	2	
283.15	101.320	78.41	Liquid	1	
283.15	20000.000	77.48	Liquid	2	
283.15	40000.000	77.00	Liquid	2	
283.15	60000.000	76.61	Liquid	2	
283.15	80000.000	76.30	Liquid	2	
288.15	101.320	79.26	Liquid	1	
293.15	100.000	79.91	Liquid	2	
293.15	101.320	80.16	Liquid	1	
293.15	20000.000	79.17	Liquid	2	
293.15	40000.000	78.66	Liquid	2	
293.15	60000.000	78.25	Liquid	2	
293.15	80000.000	77.91	Liquid	2	
298.15	101.320	81.11	Liquid	1	
303.15	100.000	81.87	Liquid	2	
303.15	101.320	82.12	Liquid	1	
303.15	20000.000	81.07	Liquid	2	
303.15	40000.000	80.52	Liquid	2	
303.15	60000.000	80.08	Liquid	2	
303.15	80000.000	79.73	Liquid	2	
308.15	101.320	83.17	Liquid	1	
313.15	100.000	84.03	Liquid	2	
313.15	101.320	84.28	Liquid	1	
313.15	20000.000	83.18	Liquid	2	
313.15	40000.000	82.59	Liquid	2	
313.15	60000.000	82.12	Liquid	2	
313.15	80000.000	81.74	Liquid	2	
318.15	101.320	85.44	Liquid	1	
323.15	100.000	86.42	Liquid	2	
323.15	101.320	86.66	Liquid	1	
323.15	20000.000	85.51	Liquid	2	
323.15	40000.000	84.87	Liquid	2	
323.15	60000.000	84.38	Liquid	2	
323.15	80000.000	83.98	Liquid	2	
328.15	101.320	87.93	Liquid	1	
333.15	100.000	89.04	Liquid	2	
333.15	101.320	89.26	Liquid	1	
333.15	20000.000	88.06	Liquid	2	
333.15	40000.000	87.38	Liquid	2	
333.15	60000.000	86.86	Liquid	2	
333.15	80000.000	86.43	Liquid	2	
337.70	101.320	90.51	Liquid	1	
Number	Source	
1	Khasanshin T.S.; Zykova T.B.: Heat Capacity of Saturated Monovalent Alcohols. Inzh.Fiz.Zh. 56 (1989) 991-994	
2	Sun T.; Biswas S.N.; Trappeniers N.J.; Seldam C.A.T.: Acoustic and Thermodynamic Properties of Methanol from 273 to 333 K and at Pressures to 280 MPa. J.Chem.Eng.Data 33 (1988) 395-398	
$$$Molar Heat Capacity (cV)	
T [K]	Molar Heat Capacity (Cv) [J/(mol*K)]	State	Reference	
279.00	34.06	Liquid	2	
298.15	68.62	Liquid	1	
308.15	71.13	Liquid	1	
318.15	73.64	Liquid	1	
370.25	44.30	Vapor	3	
407.15	43.91	Vapor	3	
500.05	157.42	Liquid Phase of VLE	4	
501.11	319.56	Liquid Phase of VLE	4	
502.55	387.71	Liquid Phase of VLE	4	
506.16	411.10	Liquid Phase of VLE	4	
509.28	232.50	Liquid Phase of VLE	4	
511.13	258.90	Liquid Phase of VLE	4	
512.43	337.05	Liquid Phase of VLE	4	
Number	Source	
1	Deshpande D.D.; Bhatgadde L.G.: Heat Capacities at Constant Volume, Free Volumes, and Rotational Freedom in Some Liquids. Aust.J.Chem. 24 (1971) 1817-1822	
2	Halford J.O.; Miller G.A.: Standard Heat Capacities of Gaseous Methanol, Ethanol, Methane and Ethane at 279°K. By Thermal Conductivity. J.Phys.Chem. 61 (1957) 1536-1539	
3	Jatkar S.K.K.: Part VI. Specific Heats of the Vapours of Alcohols and Ethyl Acetate. J.Indian Inst.Sci.Sec.A Sci. 22 (1939) 39-58	
4	Dvoryanchikov V.I.; Gordienko O.I.; Zaripilova M.M.: Phase equilibrium of methanol in the critical point region. Zh.Fiz.Khim. 77 (2003) 1932-1937	
$$$Molar Polarization	
T [K]	Molar Polarization [ccm/mol]	State	Reference	
303.15	37.330	Liquid	1	
Number	Source	
1	Hovermale R.A.; Sears P.G.; Plucknett W.K.: Polarizations and Refractions of some n-Methylacetamide-N-Alcohol Systems. J.Chem.Eng.Data 8 (1963) 490-493	
$$$Molar Saturation Heat Capacity	
T [K]	Molar Saturation Heat Capacity (CS) [J/(mol*K)]	State	Reference	
278.15	77.300	Liquid	1	
288.15	79.240	Liquid	1	
288.15	79.410	Liquid	1	
298.15	81.260	Liquid	1	
298.15	81.360	Liquid	1	
308.15	83.370	Liquid	1	
308.15	83.420	Liquid	1	
318.15	85.650	Liquid	1	
318.15	85.680	Liquid	1	
328.15	88.060	Liquid	1	
338.15	90.590	Liquid	1	
338.15	90.640	Liquid	1	
348.15	93.250	Liquid	1	
348.15	93.430	Liquid	1	
Number	Source	
1	Paramo R.; Zounine M.; Casanova C.: New Batch Cells Adapted To Measure Saturated Heat Capacities of Liquids. J.Chem.Eng.Data 47 (2002) 441-448	
$$$Speed of Sound	
T [K]	P [kPa]	Ultrasonic Velocity [m/s]	State	Reference	
298.15		1100.500	Liquid	3	
298.15		1100.600	Liquid	5	
298.15	101.325	1101.800	Liquid	4	
298.15	101.325	1102.000	Liquid	2	
303.15		1088.900	Liquid	1	
513.00	4000.000	347.000	Vapor	6	
513.00	5000.000	325.000	Vapor	6	
513.00	7000.000	269.000	Vapor	6	
513.00	7500.000	245.000	Vapor	6	
513.00	8500.000	248.000	Vapor	6	
513.00	9000.000	283.000	Vapor	6	
513.00	10000.000	331.000	Vapor	6	
513.00	12000.000	397.000	Vapor	6	
513.00	15000.000	466.000	Vapor	6	
513.00	25000.000	612.000	Vapor	6	
513.00	30000.000	661.000	Vapor	6	
513.00	35000.000	705.000	Vapor	6	
513.00	40000.000	746.000	Vapor	6	
513.00	50000.000	808.000	Vapor	6	
Number	Source	
1	Weissler A.: II. The Alcohols. J.Am.Chem.Soc. 70 (1948) 1634-1640	
2	Iglesias M.; Orge B.; Pineiro M.M.; de Cominges B.E.; Marino G.; Tojo J.: Thermodynamic Properties of the Ternary Mixture Acetone + Methanol + Ethanol at 298.15 K. J.Chem.Eng.Data 43 (1998) 776-780	
3	Pal A.; Kumar A.: Excess Molar Volumes and Ultrasonic Speeds of Diethylene Glycol Monomethyl Ether - n-Alcohol Mixtures at 298.15K. Acoust.Lett. 20 (1997) 203-212	
4	Kiyohara O.; Benson G.C.: Ultrasonic Speeds and Isentropic Compressibilities of n-Alkanol + n-Heptane Mixtures at 298.15 K. J.Chem.Thermodyn. 11 (1979) 861-873	
5	Pal A.; Kumar H.: Speeds of sound and isentropic compressibilities of mixtures containing dipropylene glycol monomethyl ether and n-alkanols at 298.15 K. Indian J.Phys.Proc.Indian Ass.Cult.Sci.Sect.B 75 (2001) 419-426	
6	Ohmori T.; Kimura Y.; Hirota N.; Terazima M.: Thermal diffusivities and sound velocities of supercritical methanol and ethanol measured by the transient grating method. Phys.Chem.Chem.Phys. (PCCP) 3 (2001) 3994-4000	
$$$Standard Heat of Vaporization	
T [K]	P [kPa]	Molar Enthalpy [J/mol]	State	Reference	
298.00	101.325	37940.00	Vapor-Liquid	1	
Number	Source	
1	Izquierdo J.F.; Cunill F.; Vila M.; Tejero J.; Iborra M.: Equilibrium Constants for Methyl tert-Butyl Ether Liquid-Phase Synthesis. J.Chem.Eng.Data 37 (1992) 339-343	
$$$Std. Heat of Combustion	
T [K]	Molar Enthalpy [J/mol]	State	Reference	
290.65	-713424.00	Liquid	4	
298.00	-764500.00	Vapor	5	
298.00	-726510.00	Liquid	5	
298.00	-725250.00	Liquid	1	
298.00	-713832.00	Liquid	2	
298.15	-725690.00	Liquid	3	
303.15	-725370.00	Liquid	3	
Number	Source	
1	Rossini F.D.: The heats of combustion of methyl and ethyl alcohols.. Bur.Stand.J.Res. 8 (1932) 119-139	
2	Richards T.W.; Davis H.S.: The heats of combustion of benzene, toluene, aliphatic alcohols, cyclohexanol, and other carbon compounds.. J.Am.Chem.Soc. 42 (1920) 1599-1615	
3	Chao J.; Rossini F.D.: Heats of Combustion, Formation, and Isomerization of Nineteen Alkanols. J.Chem.Eng.Data 10 (1965) 374-379	
4	Stohmann F.; Kleber C.; Langbein H.: 20. Abhandlung: Ueber den Wärmewerth des Methylalkohols und fester Methyläther. J.Prakt.Chem. 40 (1889) 341-364	
5	Domalski E.S.: Selected Values of Heats of Combustion and Heats of Formation of Organic Compounds Containing the Elements C, H, N, O, P, and S. J.Phys.Chem.Ref.Data 1 (1972) 221-277	
$$$Std. Heat of Formation	
T [K]	Molar Enthalpy [J/mol]	State	Reference	
290.65	-256898.00	Liquid	4	
298.00	-239492.00	Liquid	2	
298.00	-238655.00	Liquid	5	
298.00	-202045.00	Vapor	1	
298.00	-202004.00	Vapor	3	
298.00	-200665.00	Vapor	5	
Number	Source	
1	Leermakers J.A.; Ramsperger H.C.: The gas phase equilibrium between methyl nitrite, hydrogen chloride, methyl alcohol and nitrosyl chloride. The absorption spectrum of nitrosyl chloride.. J.Am.Chem.Soc. 54 (1932) 1837-1845	
2	Chao J.; Rossini F.D.: Heats of Combustion, Formation, and Isomerization of Nineteen Alkanols. J.Chem.Eng.Data 10 (1965) 374-379	
3	Green J.H.S.: Revision of the values of the heats of formation of normal alcohols.. Chem. & Ind. (London)  (1960) 1215-1216	
4	Stohmann F.; Kleber C.; Langbein H.: 20. Abhandlung: Ueber den Wärmewerth des Methylalkohols und fester Methyläther. J.Prakt.Chem. 40 (1889) 341-364	
5	Domalski E.S.: Selected Values of Heats of Combustion and Heats of Formation of Organic Compounds Containing the Elements C, H, N, O, P, and S. J.Phys.Chem.Ref.Data 1 (1972) 221-277	
$$$Surface Tension	
T [K]	Surface Tension [mN/m]	State	Reference	
293.15	22.1000	Liquid	1	
293.15	22.6000	Liquid	6	
293.15	22.9500	Liquid	4	
298.15	21.9300	Liquid	5	
298.15	22.4800	Liquid	6	
298.15	22.5100	Liquid	4	
303.15	22.0100	Liquid	4	
308.15	21.1000	Liquid	1	
308.15	21.3500	Liquid	6	
308.15	21.5200	Liquid	4	
313.15	21.1300	Liquid	4	
318.15	20.2700	Liquid	2	
318.15	20.5000	Liquid	6	
318.15	20.6100	Liquid	4	
320.15	20.7100	Liquid	3	
323.15	20.2100	Liquid	4	
Number	Source	
1	Levichev S.A.: Oberflächenspannung, Dichte und Exzessvolumina in binären und ternären Lösungen. Fiziko-chimiceskie Svojstva Rastvorov (J.80)  (1964) 219-226	
2	Rusanov A.I.; Levichev S.A.: Composition and Surface Layer Thickness of Hexan-Alcohols Solutions. Vestn.Leningr.Univ.  (1967) 124-130	
3	Kalbassi M.A.; Biddulph M.W.: Surface Tension of Mixtures at their Boiling Points. J.Chem.Eng.Data 33 (1988) 473-476	
4	Vazquez G.; Alvarez E.; Navaza J.M.: Surface Tension of Alcohol + Water from 20 to 50 C. J.Chem.Eng.Data 40 (1995) 611-614	
5	Coto B.; Cabanas A.; Pando C.; Menduina C.; Rubio R.G.; Renuncio A.R.: Bulk and Surface Properties of the Highly Non-ideal Associated Mixtures formed by Methanol and Propanal. J.Chem.Soc.Faraday Trans. 91 (1995) 2779-2787	
6	Wanchoo R.K.; Narayan J.: Excess Properties of (Methanol + Toluene or p-Xylene) Binary Liquid Mixture. Phys.Chem.Liq. 25 (1992) 15-26	
$$$Thermal Conductivity	
T [K]	P [kPa]	Thermal Conductivity [W/(m*K)]	State	Reference	
340.55	18.532	0.01922	Vapor	1	
340.55	36.930	0.01978	Vapor	1	
346.15	21.732	0.0197	Vapor	1	
346.15	40.263	0.02023	Vapor	1	
394.85	16.265	0.02478	Vapor	1	
394.85	34.131	0.0247	Vapor	1	
Number	Source	
1	Tarzimanov A.A.; Mashirov V.E.: Experimentelle Bestimunng der Wärmeleitfähigkeit von n-Alkan-, Alkol- und Säuredämpfen. Teplofiz.Svoistva Vesh.Mater. 2 (1970) 183-193	
$$$Thermal Expansion Coefficient	
T [K]	P [kPa]	Thermal Expansion Coefficient [/K]	State	Reference	
196.17	590.000	0.00112300005276	Liquid	1	
198.11	590.000	0.00112200004514	Liquid	1	
200.13	590.000	0.00111800001469	Liquid	1	
202.14	590.000	0.0011199999135	Liquid	1	
202.14	590.000	0.00113099999726	Liquid	1	
204.09	590.000	0.00112200004514	Liquid	1	
204.09	590.000	0.00112499995157	Liquid	1	
206.06	590.000	0.0011199999135	Liquid	1	
206.06	590.000	0.00112200004514	Liquid	1	
208.02	590.000	0.0011199999135	Liquid	1	
208.02	590.000	0.00112200004514	Liquid	1	
208.16	20010.000	0.00105500000063	Liquid	1	
209.97	590.000	0.00112200004514	Liquid	1	
209.97	590.000	0.00113800005056	Liquid	1	
210.16	20010.000	0.00103899999522	Liquid	1	
210.17	45100.000	0.000966000021435	Liquid	1	
211.93	590.000	0.00111399998423	Liquid	1	
211.93	590.000	0.00112100003753	Liquid	1	
212.17	20010.000	0.00103699997999	Liquid	1	
212.17	45100.000	0.000967999978457	Liquid	1	
213.91	590.000	0.00111299997661	Liquid	1	
213.91	590.000	0.00111599999946	Liquid	1	
214.17	20010.000	0.00103699997999	Liquid	1	
214.17	45100.000	0.000962999998592	Liquid	1	
215.90	590.000	0.00112100003753	Liquid	1	
215.90	590.000	0.00112300005276	Liquid	1	
216.17	20010.000	0.00103899999522	Liquid	1	
216.17	45100.000	0.000964000006206	Liquid	1	
217.87	590.000	0.00112499995157	Liquid	1	
218.17	20010.000	0.00104300002567	Liquid	1	
218.18	45100.000	0.000965000013821	Liquid	1	
218.19	590.000	0.00111099996138	Liquid	1	
219.84	590.000	0.00112499995157	Liquid	1	
220.16	590.000	0.0011269999668	Liquid	1	
220.18	20010.000	0.00104200001806	Liquid	1	
220.18	45100.000	0.000961999990977	Liquid	1	
221.82	590.000	0.00111399998423	Liquid	1	
222.14	590.000	0.00111399998423	Liquid	1	
222.17	20010.000	0.0010450000409	Liquid	1	
222.18	45100.000	0.000966000021435	Liquid	1	
223.82	590.000	0.00111499999184	Liquid	1	
224.15	590.000	0.00111399998423	Liquid	1	
224.17	20010.000	0.00103899999522	Liquid	1	
224.17	45100.000	0.000959999975748	Liquid	1	
225.86	590.000	0.001111999969	Liquid	1	
226.15	590.000	0.00111599999946	Liquid	1	
226.16	45100.000	0.000961999990977	Liquid	1	
226.17	20010.000	0.0010379999876	Liquid	1	
227.95	590.000	0.00111499999184	Liquid	1	
228.15	590.000	0.00112200004514	Liquid	1	
228.16	20010.000	0.00103699997999	Liquid	1	
228.16	45100.000	0.000958000018727	Liquid	1	
230.04	590.000	0.00111399998423	Liquid	1	
230.16	20010.000	0.0010529999854	Liquid	1	
230.17	590.000	0.00111800001469	Liquid	1	
230.17	45100.000	0.000957000011113	Liquid	1	
232.14	590.000	0.0011190000223	Liquid	1	
232.17	20010.000	0.00104400003329	Liquid	1	
232.17	45100.000	0.000959000026342	Liquid	1	
232.18	590.000	0.00113200000487	Liquid	1	
234.16	590.000	0.00113200000487	Liquid	1	
234.17	20010.000	0.00103399995714	Liquid	1	
234.17	45100.000	0.000956000003498	Liquid	1	
234.19	590.000	0.00112100003753	Liquid	1	
236.16	590.000	0.00112399994396	Liquid	1	
236.17	20010.000	0.00104300002567	Liquid	1	
236.17	45100.000	0.000952999980655	Liquid	1	
236.18	590.000	0.00112100003753	Liquid	1	
238.17	590.000	0.00112300005276	Liquid	1	
238.17	20010.000	0.00103499996476	Liquid	1	
238.17	45100.000	0.000949000008404	Liquid	1	
240.17	590.000	0.00112399994396	Liquid	1	
240.17	45100.000	0.000949000008404	Liquid	1	
240.25	20010.000	0.00103199994192	Liquid	1	
242.17	590.000	0.0011190000223	Liquid	1	
242.17	45100.000	0.00094200001331	Liquid	1	
242.25	20010.000	0.00102700002026	Liquid	1	
244.18	590.000	0.0011199999135	Liquid	1	
244.18	45100.000	0.000941000005696	Liquid	1	
244.19	20010.000	0.00103399995714	Liquid	1	
246.19	590.000	0.00111599999946	Liquid	1	
246.19	20010.000	0.00104100001045	Liquid	1	
248.17	20010.000	0.00103599997237	Liquid	1	
248.17	45100.000	0.00094200001331	Liquid	1	
248.19	590.000	0.00112300005276	Liquid	1	
250.17	20010.000	0.00104100001045	Liquid	1	
